OG1	OG2	direction	pvalue	qvalue	signif
OG0001208	OG0001200	61	1.1772430208035628e-47	5.011502483181533e-43	true
OG0000763	OG0000539	38	1.2637847877713313e-47	5.358128228204061e-43	true
OG0000482	OG0000679	41	1.3080388597131706e-47	5.5049406223570734e-43	true
OG0000574	OG0000405	39	1.308925876500654e-47	5.5049406223570734e-43	true
OG0001022	OG0001027	81	1.319668646544642e-47	5.527920931318914e-43	true
OG0000494	OG0000469	40	1.374481634579605e-47	5.734587086089765e-43	true
OG0000677	OG0000351	46	1.395977779210605e-47	5.801160712691507e-43	true
OG0001652	OG0001653	28	1.833740583080913e-47	7.590219021488515e-43	true
OG0000138	OG0000471	38	2.0521164566945022e-47	8.460679018504411e-43	true
OG0000716	OG0000620	44	2.1200745243653332e-47	8.706585706772572e-43	true
OG0000608	OG0000670	43	2.4102576879054904e-47	9.85962605980444e-43	true
OG0000006	OG0001197	55	2.7607049748361335e-47	1.1249256179206055e-42	true
OG0000463	OG0000449	37	2.9912586735085234e-47	1.2141467942057286e-42	true
OG0000334	OG0000305	30	3.0126695617502577e-47	1.2181160571618365e-42	true
OG0000631	OG0000681	43	3.228975582648469e-47	1.2955709042604334e-42	true
OG0000870	OG0000623	43	3.228975582648469e-47	1.2955709042604334e-42	true
OG0000381	OG0000661	33	3.3402088810713423e-47	1.3300097064388656e-42	true
OG0000661	OG0000340	33	3.3402088810713423e-47	1.3300097064388656e-42	true
OG0000619	OG0000772	46	4.0382624442418485e-47	1.6018710246322282e-42	true
OG0001788	OG0001808	32	4.96506300166592e-47	1.9620759850767474e-42	true
OG0000762	OG0000674	51	5.219730086667074e-47	2.0549598548899572e-42	true
OG0000575	OG0000679	42	5.882000516737683e-47	2.3070166533096614e-42	true
OG0001254	OG0001248	33	6.29512055532722e-47	2.4598362088285218e-42	true
OG0000572	OG0000705	43	6.639705700260607e-47	2.575265432641938e-42	true
OG0001077	OG0001109	52	6.632972771783552e-47	2.575265432641938e-42	true
OG0001182	OG0001195	59	6.672237802364921e-47	2.578333895949028e-42	true
OG0000613	OG0000685	40	7.165229783206711e-47	2.7586598297861224e-42	true
OG0000978	OG0000101	38	7.223953655638048e-47	2.771081102479305e-42	true
OG0000462	OG0000579	40	9.119564679276632e-47	3.460206027709001e-42	true
OG0000563	OG0000598	40	9.119564679276632e-47	3.460206027709001e-42	true
OG0000878	OG0001084	40	9.119564679276632e-47	3.460206027709001e-42	true
