"sample_id"	"PANGAEA sample id"	"Station.label"	"Layer"	"polar"	"lower.size.fraction"	"upper.size.fraction"	"Event.date"	"Latitude"	"Longitude"	"Depth.nominal"	"Ocean.region"	"Temperature"	"Oxygen"	"ChlorophyllA"	"Carbon.total"	"Salinity"	"Gradient.Surface.temp(SST)"	"Fluorescence"	"CO3"	"HCO3"	"Density"	"PO4"	"PAR.PC"	"NO3"	"Si"	"Alkalinity.total"	"Ammonium.5m"	"Depth.Mixed.Layer"	"Lyapunov"	"NO2"	"Depth.Min.O2"	"NO2NO3"	"Nitracline"	"Brunt.V_is_l_"	"Iron.5m"	"Depth.Max.O2"	"Okubo.Weiss"	"Residence.time"	"Sigma-theta"	"fCDOM"
"ERR3586731"	"TARA_B110001435"	"TARA_155"	"SRF"	"polar"	0.22	3	"2013-05-24T05:36:00"	54.5305	-16.9377	5	"[NAO] North Atlantic Ocean (MRGID:1912)"	11.09547	271.064125	0.83187	0.1019	35.32522	0.54836	1.773811	0.01065	0.02345	27.01156	0.401861	178.103734	4.467439	0.967928	0.00735	0.007189205	64	0.101888	0.237125	720	8.035625	561	37	0.000426156	16	0.157922	0	27.01156	1.773811
"ERR3586732"	"TARA_B110001437"	"TARA_155"	"DCM"	"polar"	0.22	3	"2013-05-25T09:07:00"	54.5451	-16.7943	40	"[NAO] North Atlantic Ocean (MRGID:1912)"	10.79018	266.473125	1.22367	0.0298	35.335155	0.28477	1.814179	0.0044	0.0121	27.07531	0.566253	14.280855	7.129639	3.554362	4e-04	0.007189205	31	0.101888	0.071	743	10.158	1021	32	0.000426156	16	0.157922	0	27.07531	1.814179
"ERR3586733"	"TARA_B110000465"	"TARA_209"	"MES"	"polar"	0.22	3	"2013-10-23T17:36:00"	64.7	-52.996	351	"[AO] Arctic Ocean (MRGID:1906)"	4.20173	273.02835	-0.0111	0.0102	34.59923	0.89078	2.548801	0.0019	0.009	27.448865	NA	0.000362	10.622333	NA	0	0.029433576	17	0	NA	424	NA	426	89	0.000488831	14	-0.050291	5.666667	27.448865	2.548801
"ERR3586734"	"TARA_B110000442"	"TARA_210"	"SRF"	"polar"	0.22	3	"2013-10-27T10:16:00"	61.5427	-55.9869	5	"[AO] Arctic Ocean (MRGID:1906)"	5.295265	293.84675	1.01295	0.1275	34.212769	0.82664	2.274721	0.04545	0.0063	27.017281	0.511975	26.400442	8.286479	2.252584	0.00775	0.035179306	147	0.078105	0.31575	135	5.8035	95	82	0.000208521	14	0.215913	0	27.017281	2.274721
"ERR3586735"	"TARA_B110000436"	"TARA_210"	"MES"	"polar"	0.22	3	"2013-10-27T16:30:00"	61.5754	-55.9846	391	"[AO] Arctic Ocean (MRGID:1906)"	4.791395	271.8744	-0.0018	0.0023	34.939595	0.64044	2.284852	0.0011	0.0024	27.65512	0.851461	0.000362	16.017641	4.07817	0	0.035179306	274	0.078105	0.134	317	9.908	73	79	0.000208521	13	0.215913	0	27.65512	2.284852
"ERR3586736"	"TARA_B110000966"	"TARA_194"	"DCM"	"polar"	0.22	3	"2013-09-12T03:59:00"	73.3275	-168.8142	35	"[AO] Arctic Ocean (MRGID:1906)"	-0.987833	396.848083	0.6449	0.2799	31.56495	1.8125	3.843304	0	0.0212	25.370225	0.866194	4.803126	0	5.566842	0.0017	0.002943427	14	0	0.441	81	1.9045	39	10	0.000713809	25	NA	0	25.370225	3.843304
"ERR3586737"	"TARA_B110000901"	"TARA_201"	"SRF"	"polar"	0.22	3	"2013-09-30T15:02:00"	74.2987	-85.7806	5	"[AO] Arctic Ocean (MRGID:1906)"	-1.32986	368.52475	1.13016	0.3843	30.70185	NA	3.00669	0.0088	0.071	24.678167	0.526245	20.479241	3.75923	2.062045	0.0038	0.000747411	20	0	0.0775	506	1.328	44	29	0.000958759	13	NA	0	24.678167	3.00669
"ERR3586738"	"TARA_B110000494"	"TARA_206"	"MES"	"polar"	0.22	3	"2013-10-12T18:02:00"	70.9433	-53.5127	411	"[AO] Arctic Ocean (MRGID:1906)"	3.03554	230.0861	-0.01008	NA	34.50669	NA	3.097493	NA	NA	27.488995	NA	0.000362	13.409788	NA	NA	0.022793755	205	0	NA	472	NA	505	35	0.000494336	15	NA	0	27.488995	3.097493
"ERR3586739"	"TARA_B110000112"	"TARA_175"	"MIX"	"polar"	0.22	3	"2013-07-10T11:00:00"	79.2026	66.4827	199	"[AO] Arctic Ocean (MRGID:1906)"	1.47689	296.228	-0.027	NA	34.8814	1.8938	2.51048	NA	NA	27.91825	0.730535	0.000212	11.691602	4.994604	NA	0.000589373	231	0	0.019	154	11.508	44	3	0.00109338	26	NA	0	27.91825	2.51048
"ERR3586740"	"TARA_B110000122"	"TARA_175"	"MIX"	"polar"	0.22	3	"2013-07-11T06:13:00"	79.3349	66.2954	NA	"[AO] Arctic Ocean (MRGID:1906)"	1.025705	314.71675	0.59478	0.0912	34.691775	1.6875	2.380822	0.0125	0.0043	27.839725	0.35669	0.151267	NA	1.74362	0.0055	0.000589373	355	0	0.0475	404	2.5925	NA	22	0.00109338	29	NA	0	27.839725	2.380822
"ERR3586741"	"TARA_B110000257"	"TARA_189"	"MES"	"polar"	0.22	3	"2013-08-28T00:47:00"	78.0391	116.4105	299	"[AO] Arctic Ocean (MRGID:1906)"	1.59404	293.889	-0.0078	NA	34.92558	3.8218	2.592579	NA	NA	27.94409	NA	0.000272	NA	NA	NA	0.000620584	499	0	NA	844	NA	NA	4	0.001270051	16	NA	0	27.94409	2.592579
"ERR3586742"	"TARA_B110000283"	"TARA_191"	"SRF"	"polar"	0.22	3	"2013-09-02T22:37:00"	71.5955	160.9383	5	"[AO] Arctic Ocean (MRGID:1906)"	1.48885	340.44375	0.4392	0.05735	28.41685	NA	6.44771	0.0039	0.0083	22.7306	1.195806	4.612347	NA	19.646147	0.00085	0.000260443	NA	0	0.07525	NA	1.06325	NA	NA	0.001360622	NA	-0.089788	2.777778	22.7306	6.44771
"ERR3586743"	"TARA_B110000975"	"TARA_193"	"SRF"	"polar"	0.22	3	"2013-09-08T02:45:00"	71.0704	174.9916	5	"[AO] Arctic Ocean (MRGID:1906)"	2.4534	339.4475	0.8718	0.1744	29.0291	2.0072	2.524221	0.0072	0.002	23.1614	1.614977	74.279057	0	30.149509	0.0031	0.006029853	17	0	0.125	35	6.2695	30	25	0.000702537	27	NA	0	23.1614	2.524221
"ERR3586744"	"TARA_B110000969"	"TARA_194"	"SRF"	"polar"	0.22	3	"2013-09-11T20:00:00"	73.3833	-168.1333	5	"[AO] Arctic Ocean (MRGID:1906)"	-0.585333	368.662625	0.1806	0.0658	27.442	2.2379	2.417638	0.0037	0	22.016175	0.361653	71.887758	0	1.424261	0.0032	0.002943427	33	0	0.126	74	0.2285	61	4	0.000713809	26	NA	0	22.016175	2.417638
"ERR3586745"	"TARA_B110000906"	"TARA_201"	"DCM"	"polar"	0.22	3	"2013-09-30T22:33:00"	74.3386	-85.6208	36	"[AO] Arctic Ocean (MRGID:1906)"	-0.409335	343.877833	1.50066	0.5729	31.947283	NA	3.403455	0	0.0445	25.654808	0.6443	0.546445	5.355932	4.087196	0	0.000747411	150	0	0.025	146	2.133	42	8	0.000958759	13	NA	0	25.654808	3.403455
"ERR3586746"	"TARA_B110000875"	"TARA_205"	"SRF"	"polar"	0.22	3	"2013-10-08T12:15:00"	72.4693	-71.892	5	"[AO] Arctic Ocean (MRGID:1906)"	-0.479225	353.1935	1.98441	0.8194	31.99537	NA	3.112706	0	0.08155	25.7008	0.560568	31.503042	3.880872	0.298067	0.00315	0.018947516	239	0.113334	0.0895	983	0.411	51	47	0.000596423	16	0.189964	0	25.7008	3.112706
"ERR3586747"	"TARA_B110000200"	"TARA_163"	"MES"	"polar"	0.22	3	"2013-06-10T08:38:00"	76.1246	1.3648	499	"[AO] Arctic Ocean (MRGID:1906)"	0.099535	315.37205	-0.0102	NA	34.94578	1.1058	2.250862	NA	NA	28.05824	NA	0.000227	13.010683	NA	NA	0.014557052	NA	0.058176	NA	104	NA	607	573	0.000874157	584	-0.007624	3.277778	28.05824	2.250862
"ERR3586748"	"TARA_B110000023"	"TARA_168"	"SRF"	"polar"	0.22	3	"2013-07-01T03:20:00"	72.5128	44.0775	5	"[AO] Arctic Ocean (MRGID:1906)"	7.48766	299.0073	0.2964	0.217	34.92331	0.45599	2.102862	0.01695	0	27.289205	0	217.805071	0	1.725127	0.00275	0.006979311	15	0.011037	0	154	0.0595	244	31	0.000430005	35	-0.011538	1.222222	27.289205	2.102862
"ERR3586749"	"TARA_B110000035"	"TARA_168"	"MIX"	"polar"	0.22	3	"2013-07-02T04:24:00"	72.5199	44.0552	NA	"[AO] Arctic Ocean (MRGID:1906)"	3.1072	303.31905	0.27075	0.11945	34.978285	1.4538	2.699	0	0.00745	27.85433	0.098435	0.822609	0	1.459545	0.00035	0.006979311	12	0.011037	0	125	0.821	76	40	0.000430005	39	-0.011538	1.222222	27.85433	2.699
"ERR3586750"	"TARA_B110000083"	"TARA_173"	"SRF"	"polar"	0.22	3	"2013-07-08T04:12:00"	78.9564	79.4201	5	"[AO] Arctic Ocean (MRGID:1906)"	-0.160312	385.28075	0.0441	0.43265	33.613775	0.84307	2.28495	0.00095	0.0218	26.994413	0.056871	161.90166	2.099614	0.273079	0.00325	0.004081616	15	0	0.0015	47	0.441	46	19	0.001215531	14	NA	4.833333	26.994413	2.28495
"ERR3586751"	"TARA_B100001111"	"TARA_110"	"DCM"	"non polar"	0.22	3	"2011-05-21T21:00"	-1.9002	-84.6265	50	"[SPO] South Pacific Ocean (MRGID:1910)"	22.039785	145.0818	0.21402	0.0291	35.112815	0.8882	2.184041	0.0316	0	24.318245	0.9295	NA	10.202445	5.407	0.005	0.042527045	21	0.064745	0.414	369	10.701	69	64	5.49e-06	14	0.032297	0	24.318245	2.184041
"ERR3586752"	"TARA_A100001026"	"TARA_032"	"SRF"	"non polar"	0.22	1.6	"2010-01-11T07:21"	23.36	37.2183	5	"[RS] Red Sea (MRGID:4264)"	25.811708	188.341917	0.0024	0.00435	39.7709	0.14872	1.11375	0.00405	0	26.698217	0.00875	NA	0.279747	0.8775	0	0.020147547	104	NA	0.01075	216	0	208	170	0.001387787	13	-0.014886	0	26.698217	1.11375
"ERR3586753"	"TARA_A100001026"	"TARA_032"	"SRF"	"non polar"	0.22	1.6	"2010-01-11T07:21"	23.36	37.2183	5	"[RS] Red Sea (MRGID:4264)"	25.811708	188.341917	0.0024	0.00435	39.7709	0.14872	1.11375	0.00405	0	26.698217	0.00875	NA	0.279747	0.8775	0	0.020147547	104	NA	0.01075	216	0	208	170	0.001387787	13	-0.014886	0	26.698217	1.11375
"ERR3586754"	"TARA_A100001026"	"TARA_032"	"SRF"	"non polar"	0.22	1.6	"2010-01-11T07:21"	23.36	37.2183	5	"[RS] Red Sea (MRGID:4264)"	25.811708	188.341917	0.0024	0.00435	39.7709	0.14872	1.11375	0.00405	0	26.698217	0.00875	NA	0.279747	0.8775	0	0.020147547	104	NA	0.01075	216	0	208	170	0.001387787	13	-0.014886	0	26.698217	1.11375
"ERR3586755"	"TARA_A100001026"	"TARA_032"	"SRF"	"non polar"	0.22	1.6	"2010-01-11T07:21"	23.36	37.2183	5	"[RS] Red Sea (MRGID:4264)"	25.811708	188.341917	0.0024	0.00435	39.7709	0.14872	1.11375	0.00405	0	26.698217	0.00875	NA	0.279747	0.8775	0	0.020147547	104	NA	0.01075	216	0	208	170	0.001387787	13	-0.014886	0	26.698217	1.11375
"ERR3586756"	"TARA_B100000593"	"TARA_113"	"SRF"	"non polar"	0.22	3	"2011-06-19T17:12"	-23.1108	-134.9327	5	"[SPO] South Pacific Ocean (MRGID:1910)"	23.791125	202.996	0.0438	NA	36.51495	0.68621	1.910882	NA	NA	24.851175	NA	NA	0	NA	NA	0.005074472	53	0.030077	NA	53	NA	49	52	0.000134219	14	-0.072296	2.222222	24.851175	1.910882
"ERR3586757"	"TARA_B100000593"	"TARA_113"	"SRF"	"non polar"	0.22	3	"2011-06-19T17:12"	-23.1108	-134.9327	5	"[SPO] South Pacific Ocean (MRGID:1910)"	23.791125	202.996	0.0438	NA	36.51495	0.68621	1.910882	NA	NA	24.851175	NA	NA	0	NA	NA	0.005074472	53	0.030077	NA	53	NA	49	52	0.000134219	14	-0.072296	2.222222	24.851175	1.910882
"ERR3586758"	"TARA_B100000593"	"TARA_113"	"SRF"	"non polar"	0.22	3	"2011-06-19T17:12"	-23.1108	-134.9327	5	"[SPO] South Pacific Ocean (MRGID:1910)"	23.791125	202.996	0.0438	NA	36.51495	0.68621	1.910882	NA	NA	24.851175	NA	NA	0	NA	NA	0.005074472	53	0.030077	NA	53	NA	49	52	0.000134219	14	-0.072296	2.222222	24.851175	1.910882
"ERR3586759"	"TARA_B100000593"	"TARA_113"	"SRF"	"non polar"	0.22	3	"2011-06-19T17:12"	-23.1108	-134.9327	5	"[SPO] South Pacific Ocean (MRGID:1910)"	23.791125	202.996	0.0438	NA	36.51495	0.68621	1.910882	NA	NA	24.851175	NA	NA	0	NA	NA	0.005074472	53	0.030077	NA	53	NA	49	52	0.000134219	14	-0.072296	2.222222	24.851175	1.910882
"ERR3586760"	"TARA_B100001230"	"TARA_127"	"DCM"	"non polar"	0.22	3	"2011-09-01T17:38:08"	-6.628	-152.4607	100	"[SPO] South Pacific Ocean (MRGID:1910)"	26.960655	184.1395	0.09978	0.0013	35.511855	0.22257	1.70088	0.0047	0	23.123355	0.56825	NA	4.30006	1.5525	0.0037	0.019421275	115	0.03885	0.2045	161	4.5355	110	156	3.05e-06	13	-0.001602	3.222222	23.123355	1.70088
"ERR3586761"	"TARA_B100001230"	"TARA_127"	"DCM"	"non polar"	0.22	3	"2011-09-01T17:38:08"	-6.628	-152.4607	100	"[SPO] South Pacific Ocean (MRGID:1910)"	26.960655	184.1395	0.09978	0.0013	35.511855	0.22257	1.70088	0.0047	0	23.123355	0.56825	NA	4.30006	1.5525	0.0037	0.019421275	115	0.03885	0.2045	161	4.5355	110	156	3.05e-06	13	-0.001602	3.222222	23.123355	1.70088
"ERR3586762"	"TARA_B100001230"	"TARA_127"	"DCM"	"non polar"	0.22	3	"2011-09-01T17:38:08"	-6.628	-152.4607	100	"[SPO] South Pacific Ocean (MRGID:1910)"	26.960655	184.1395	0.09978	0.0013	35.511855	0.22257	1.70088	0.0047	0	23.123355	0.56825	NA	4.30006	1.5525	0.0037	0.019421275	115	0.03885	0.2045	161	4.5355	110	156	3.05e-06	13	-0.001602	3.222222	23.123355	1.70088
"ERR3586763"	"TARA_B100001230"	"TARA_127"	"DCM"	"non polar"	0.22	3	"2011-09-01T17:38:08"	-6.628	-152.4607	100	"[SPO] South Pacific Ocean (MRGID:1910)"	26.960655	184.1395	0.09978	0.0013	35.511855	0.22257	1.70088	0.0047	0	23.123355	0.56825	NA	4.30006	1.5525	0.0037	0.019421275	115	0.03885	0.2045	161	4.5355	110	156	3.05e-06	13	-0.001602	3.222222	23.123355	1.70088
"ERR3586764"	"TARA_B100000622"	"TARA_129"	"SRF"	"non polar"	0.22	3	"2011-09-10T17:57"	6.671	-153.0658	5	"[NPO] North Pacific Ocean (MRGID:1908)"	28.29544	185.28475	0.08916	0.0025	34.74947	0.35133	1.600104	0.0057	0	22.10997	0.225	NA	0	1.3695	0.0016	0.012012992	81	0.045416	0.042	169	0.4145	153	110	3.43e-06	39	0.002842	1.083333	22.10997	1.600104
"ERR3586765"	"TARA_B100000622"	"TARA_129"	"SRF"	"non polar"	0.22	3	"2011-09-10T17:57"	6.671	-153.0658	5	"[NPO] North Pacific Ocean (MRGID:1908)"	28.29544	185.28475	0.08916	0.0025	34.74947	0.35133	1.600104	0.0057	0	22.10997	0.225	NA	0	1.3695	0.0016	0.012012992	81	0.045416	0.042	169	0.4145	153	110	3.43e-06	39	0.002842	1.083333	22.10997	1.600104
"ERR3586766"	"TARA_B100000622"	"TARA_129"	"SRF"	"non polar"	0.22	3	"2011-09-10T17:57"	6.671	-153.0658	5	"[NPO] North Pacific Ocean (MRGID:1908)"	28.29544	185.28475	0.08916	0.0025	34.74947	0.35133	1.600104	0.0057	0	22.10997	0.225	NA	0	1.3695	0.0016	0.012012992	81	0.045416	0.042	169	0.4145	153	110	3.43e-06	39	0.002842	1.083333	22.10997	1.600104
"ERR3586767"	"TARA_B100000622"	"TARA_129"	"SRF"	"non polar"	0.22	3	"2011-09-10T17:57"	6.671	-153.0658	5	"[NPO] North Pacific Ocean (MRGID:1908)"	28.29544	185.28475	0.08916	0.0025	34.74947	0.35133	1.600104	0.0057	0	22.10997	0.225	NA	0	1.3695	0.0016	0.012012992	81	0.045416	0.042	169	0.4145	153	110	3.43e-06	39	0.002842	1.083333	22.10997	1.600104
"ERR3586768"	"TARA_B100002056"	"TARA_142"	"DCM"	"non polar"	0.22	3	"2012-01-09T20:17:16"	25.6168	-88.4532	125	"[NAO] North Atlantic Ocean (MRGID:1912)"	24.961605	193.38225	0.04617	0.0189	36.17927	0.27169	1.681699	0.041	0	24.25287	NA	NA	0	1.168	0.001	0.009340256	145	0.044572	0.0175	205	0.0615	321	154	0.00116825	14	-2.922481	25.75	24.25287	1.681699
"ERR3586769"	"TARA_B100002056"	"TARA_142"	"DCM"	"non polar"	0.22	3	"2012-01-09T20:17:16"	25.6168	-88.4532	125	"[NAO] North Atlantic Ocean (MRGID:1912)"	24.961605	193.38225	0.04617	0.0189	36.17927	0.27169	1.681699	0.041	0	24.25287	NA	NA	0	1.168	0.001	0.009340256	145	0.044572	0.0175	205	0.0615	321	154	0.00116825	14	-2.922481	25.75	24.25287	1.681699
"ERR3586770"	"TARA_B100002056"	"TARA_142"	"DCM"	"non polar"	0.22	3	"2012-01-09T20:17:16"	25.6168	-88.4532	125	"[NAO] North Atlantic Ocean (MRGID:1912)"	24.961605	193.38225	0.04617	0.0189	36.17927	0.27169	1.681699	0.041	0	24.25287	NA	NA	0	1.168	0.001	0.009340256	145	0.044572	0.0175	205	0.0615	321	154	0.00116825	14	-2.922481	25.75	24.25287	1.681699
"ERR3586771"	"TARA_B100002056"	"TARA_142"	"DCM"	"non polar"	0.22	3	"2012-01-09T20:17:16"	25.6168	-88.4532	125	"[NAO] North Atlantic Ocean (MRGID:1912)"	24.961605	193.38225	0.04617	0.0189	36.17927	0.27169	1.681699	0.041	0	24.25287	NA	NA	0	1.168	0.001	0.009340256	145	0.044572	0.0175	205	0.0615	321	154	0.00116825	14	-2.922481	25.75	24.25287	1.681699
"ERR3586772"	"TARA_B100002046"	"TARA_142"	"MES"	"non polar"	0.22	3	"2012-01-10T14:49:35"	25.6236	-88.45	640	"[NAO] North Atlantic Ocean (MRGID:1912)"	9.735075	108.231313	-9e-04	0	35.165212	0.26197	2.638681	0	0	27.13905	1.2175	NA	31.001404	8.624	0	0.009340256	147	0.044572	0	654	NA	740	156	0.00116825	14	-2.922481	25.75	27.13905	2.638681
"ERR3586773"	"TARA_B100002046"	"TARA_142"	"MES"	"non polar"	0.22	3	"2012-01-10T14:49:35"	25.6236	-88.45	640	"[NAO] North Atlantic Ocean (MRGID:1912)"	9.735075	108.231313	-9e-04	0	35.165212	0.26197	2.638681	0	0	27.13905	1.2175	NA	31.001404	8.624	0	0.009340256	147	0.044572	0	654	NA	740	156	0.00116825	14	-2.922481	25.75	27.13905	2.638681
"ERR3586774"	"TARA_B100002046"	"TARA_142"	"MES"	"non polar"	0.22	3	"2012-01-10T14:49:35"	25.6236	-88.45	640	"[NAO] North Atlantic Ocean (MRGID:1912)"	9.735075	108.231313	-9e-04	0	35.165212	0.26197	2.638681	0	0	27.13905	1.2175	NA	31.001404	8.624	0	0.009340256	147	0.044572	0	654	NA	740	156	0.00116825	14	-2.922481	25.75	27.13905	2.638681
"ERR3586775"	"TARA_B100002046"	"TARA_142"	"MES"	"non polar"	0.22	3	"2012-01-10T14:49:35"	25.6236	-88.45	640	"[NAO] North Atlantic Ocean (MRGID:1912)"	9.735075	108.231313	-9e-04	0	35.165212	0.26197	2.638681	0	0	27.13905	1.2175	NA	31.001404	8.624	0	0.009340256	147	0.044572	0	654	NA	740	156	0.00116825	14	-2.922481	25.75	27.13905	2.638681
"ERR3586776"	"TARA_B100001217"	"TARA_143"	"DCM"	"non polar"	0.22	3	"2012-01-16T21:35"	29.851	-79.7064	40	"[NAO] North Atlantic Ocean (MRGID:1912)"	24.82846	194.382	0.04314	0.0112	36.22118	0.83966	1.698639	0.0338	0	24.319345	0.001	NA	0.580043	1.23	0.0013	0.006383077	112	0.398799	0.0415	612	0.0565	449	126	0.001241966	14	-4.707638	1.083333	24.319345	1.698639
"ERR3586777"	"TARA_B100001217"	"TARA_143"	"DCM"	"non polar"	0.22	3	"2012-01-16T21:35"	29.851	-79.7064	40	"[NAO] North Atlantic Ocean (MRGID:1912)"	24.82846	194.382	0.04314	0.0112	36.22118	0.83966	1.698639	0.0338	0	24.319345	0.001	NA	0.580043	1.23	0.0013	0.006383077	112	0.398799	0.0415	612	0.0565	449	126	0.001241966	14	-4.707638	1.083333	24.319345	1.698639
"ERR3586778"	"TARA_B100001217"	"TARA_143"	"DCM"	"non polar"	0.22	3	"2012-01-16T21:35"	29.851	-79.7064	40	"[NAO] North Atlantic Ocean (MRGID:1912)"	24.82846	194.382	0.04314	0.0112	36.22118	0.83966	1.698639	0.0338	0	24.319345	0.001	NA	0.580043	1.23	0.0013	0.006383077	112	0.398799	0.0415	612	0.0565	449	126	0.001241966	14	-4.707638	1.083333	24.319345	1.698639
"ERR3586779"	"TARA_B100001217"	"TARA_143"	"DCM"	"non polar"	0.22	3	"2012-01-16T21:35"	29.851	-79.7064	40	"[NAO] North Atlantic Ocean (MRGID:1912)"	24.82846	194.382	0.04314	0.0112	36.22118	0.83966	1.698639	0.0338	0	24.319345	0.001	NA	0.580043	1.23	0.0013	0.006383077	112	0.398799	0.0415	612	0.0565	449	126	0.001241966	14	-4.707638	1.083333	24.319345	1.698639
"ERR3586780"	"TARA_B100001557"	"TARA_151"	"DCM"	"non polar"	0.22	3	"2012-03-09T17:42:29"	36.1811	-28.9373	80	"[NAO] North Atlantic Ocean (MRGID:1912)"	16.74703	228.11655	0.08652	NA	36.182395	0.75617	1.900875	NA	NA	26.48531	0.022	NA	1.005795	0.6335	NA	0.021044872	48	0.025897	0.0415	170	0.142	108	108	0.00129951	52	-0.157861	37.583333	26.48531	1.900875
"ERR3586781"	"TARA_B100001557"	"TARA_151"	"DCM"	"non polar"	0.22	3	"2012-03-09T17:42:29"	36.1811	-28.9373	80	"[NAO] North Atlantic Ocean (MRGID:1912)"	16.74703	228.11655	0.08652	NA	36.182395	0.75617	1.900875	NA	NA	26.48531	0.022	NA	1.005795	0.6335	NA	0.021044872	48	0.025897	0.0415	170	0.142	108	108	0.00129951	52	-0.157861	37.583333	26.48531	1.900875
"ERR3586782"	"TARA_B100001557"	"TARA_151"	"DCM"	"non polar"	0.22	3	"2012-03-09T17:42:29"	36.1811	-28.9373	80	"[NAO] North Atlantic Ocean (MRGID:1912)"	16.74703	228.11655	0.08652	NA	36.182395	0.75617	1.900875	NA	NA	26.48531	0.022	NA	1.005795	0.6335	NA	0.021044872	48	0.025897	0.0415	170	0.142	108	108	0.00129951	52	-0.157861	37.583333	26.48531	1.900875
"ERR3586783"	"TARA_B100001557"	"TARA_151"	"DCM"	"non polar"	0.22	3	"2012-03-09T17:42:29"	36.1811	-28.9373	80	"[NAO] North Atlantic Ocean (MRGID:1912)"	16.74703	228.11655	0.08652	NA	36.182395	0.75617	1.900875	NA	NA	26.48531	0.022	NA	1.005795	0.6335	NA	0.021044872	48	0.025897	0.0415	170	0.142	108	108	0.00129951	52	-0.157861	37.583333	26.48531	1.900875
"ERR3586784"	NA	"TARA_153"	NA	NA	NA	NA	NA	44.0497	-16.6034	25	NA	13.93922	242.33885	0.06645	NA	35.92682	NA	NA	NA	NA	NA	NA	NA	1.454189	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	26.917305	1.901257
"ERR3586785"	"TARA_B100000236"	"TARA_049"	"SRF"	"non polar"	0.22	1.6	"2010-04-23T10:10"	-16.8084	59.5043	5	"[IO] Indian Ocean (MRGID:1904)"	28.2729	192.5495	NA	0.0072	34.4863	0.61512	0.9475	0.0048	0	21.9195	0.096	NA	0	2.436	0	0.011667649	NA	0.135263	0.006	3	0.062	3	7	0.001104251	4	0.21197	1.694444	21.9195	0.9475
"ERR3586786"	"TARA_B100000236"	"TARA_049"	"SRF"	"non polar"	0.22	1.6	"2010-04-23T10:10"	-16.8084	59.5043	5	"[IO] Indian Ocean (MRGID:1904)"	28.2729	192.5495	NA	0.0072	34.4863	0.61512	0.9475	0.0048	0	21.9195	0.096	NA	0	2.436	0	0.011667649	NA	0.135263	0.006	3	0.062	3	7	0.001104251	4	0.21197	1.694444	21.9195	0.9475
"ERR3586787"	"TARA_B100000236"	"TARA_049"	"SRF"	"non polar"	0.22	1.6	"2010-04-23T10:10"	-16.8084	59.5043	5	"[IO] Indian Ocean (MRGID:1904)"	28.2729	192.5495	NA	0.0072	34.4863	0.61512	0.9475	0.0048	0	21.9195	0.096	NA	0	2.436	0	0.011667649	NA	0.135263	0.006	3	0.062	3	7	0.001104251	4	0.21197	1.694444	21.9195	0.9475
"ERR3586788"	"TARA_B100000236"	"TARA_049"	"SRF"	"non polar"	0.22	1.6	"2010-04-23T10:10"	-16.8084	59.5043	5	"[IO] Indian Ocean (MRGID:1904)"	28.2729	192.5495	NA	0.0072	34.4863	0.61512	0.9475	0.0048	0	21.9195	0.096	NA	0	2.436	0	0.011667649	NA	0.135263	0.006	3	0.062	3	7	0.001104251	4	0.21197	1.694444	21.9195	0.9475
"ERR3586789"	"TARA_B100000834"	"TARA_081"	"DCM"	"non polar"	0.22	3	"2010-12-02T18:52"	-44.5913	-52.1804	35	"[SAO] South Atlantic Ocean (MRGID:1914)"	13.506225	256.63475	0.2253	NA	34.80505	0.83781	2.487277	NA	NA	26.14055	0.412	NA	2.810686	1.296	NA	0.154090277	38	0.095682	0.132	81	3.359	59	48	0.001055889	308	-0.263673	5	26.14055	2.487277
"ERR3586790"	"TARA_B100000834"	"TARA_081"	"DCM"	"non polar"	0.22	3	"2010-12-02T18:52"	-44.5913	-52.1804	35	"[SAO] South Atlantic Ocean (MRGID:1914)"	13.506225	256.63475	0.2253	NA	34.80505	0.83781	2.487277	NA	NA	26.14055	0.412	NA	2.810686	1.296	NA	0.154090277	38	0.095682	0.132	81	3.359	59	48	0.001055889	308	-0.263673	5	26.14055	2.487277
"ERR3586791"	"TARA_B100000834"	"TARA_081"	"DCM"	"non polar"	0.22	3	"2010-12-02T18:52"	-44.5913	-52.1804	35	"[SAO] South Atlantic Ocean (MRGID:1914)"	13.506225	256.63475	0.2253	NA	34.80505	0.83781	2.487277	NA	NA	26.14055	0.412	NA	2.810686	1.296	NA	0.154090277	38	0.095682	0.132	81	3.359	59	48	0.001055889	308	-0.263673	5	26.14055	2.487277
"ERR3586792"	"TARA_B100000834"	"TARA_081"	"DCM"	"non polar"	0.22	3	"2010-12-02T18:52"	-44.5913	-52.1804	35	"[SAO] South Atlantic Ocean (MRGID:1914)"	13.506225	256.63475	0.2253	NA	34.80505	0.83781	2.487277	NA	NA	26.14055	0.412	NA	2.810686	1.296	NA	0.154090277	38	0.095682	0.132	81	3.359	59	48	0.001055889	308	-0.263673	5	26.14055	2.487277
