"sample_id"	"PANGAEA sample id"	"Station.label"	"Layer"	"polar"	"lower.size.fraction"	"upper.size.fraction"	"Event.date"	"Latitude"	"Longitude"	"Depth.nominal"	"Ocean.region"	"Temperature"	"Oxygen"	"ChlorophyllA"	"Carbon.total"	"Salinity"	"Gradient.Surface.temp(SST)"	"Fluorescence"	"CO3"	"HCO3"	"Density"	"PO4"	"PAR.PC"	"NO3"	"Si"	"Alkalinity.total"	"Ammonium.5m"	"Depth.Mixed.Layer"	"Lyapunov"	"NO2"	"Depth.Min.O2"	"NO2NO3"	"Nitracline"	"Brunt.V_is_l_"	"Iron.5m"	"Depth.Max.O2"	"Okubo.Weiss"	"Residence.time"	"Sigma-theta"	"fCDOM"
"ERR3587178"	"TARA_B100001989"	"TARA_138"	"SRF"	"non polar"	0.22	3	"2011-12-10T14:08"	6.3332	-102.9432	5	"[NPO] North Pacific Ocean (MRGID:1908)"	26.605515	196.2029	0.00588	0.0032	33.52041	0.37589	1.444322	0.0059	0	21.72899	0.1575	NA	0.803918	1.1855	0	0.013172547	45	0.020154	0.003	483	0.002	64	57	4.69e-06	13	-0.002795	0	21.72899	1.444322
"ERR3587179"	"TARA_B100001158"	"TARA_147"	"SRF"	"non polar"	0.22	3	"2012-02-18T14:22"	33.061	-66.5435	5	"[NAO] North Atlantic Ocean (MRGID:1912)"	20.150733	213.352167	0.0512	NA	36.57475	0.29136	1.712959	NA	NA	25.923533	0.001	NA	0.676878	0.797	NA	0.006327717	224	0.034771	0.218	892	0.4035	230	230	0.001076234	16	0.003342	0	25.923533	1.712959
"ERR3587180"	NA	"TARA_148b"	NA	NA	NA	NA	NA	34.1504	-56.9684	250	NA	18.129194	192.246187	-0.0063	NA	36.565812	NA	NA	NA	NA	NA	NA	NA	3.578039	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	26.450856	2.077387
"ERR3587181"	"TARA_B100001758"	"TARA_149"	"SRF"	"non polar"	0.22	3	"2012-03-01T10:48"	34.1132	-49.9181	5	"[NAO] North Atlantic Ocean (MRGID:1912)"	18.82554	220.9492	0.08145	NA	36.41274	0.34844	1.734471	NA	NA	26.146925	NA	NA	0.808032	NA	NA	0.011274377	167	0.079308	NA	748	NA	165	171	0.000983844	14	0.275561	0	26.146925	1.734471
"ERR3587182"	"TARA_B100001769"	"TARA_150"	"SRF"	"non polar"	0.22	3	"2012-03-05T09:25"	35.9346	-37.3032	5	"[NAO] North Atlantic Ocean (MRGID:1912)"	17.627142	229.368083	0.0782	NA	36.285292	0.54808	1.79022	NA	NA	26.349408	0.0055	NA	0.120853	0.8358	NA	0.013435967	77	0.073051	0.0355	632	0.1695	90	92	0.001100777	15	-0.032539	1.388889	26.349408	1.79022
"ERR3587183"	"TARA_B100000959"	"TARA_100"	"DCM"	"non polar"	0.22	3	"2011-04-16T13:03:08"	-12.9794	-96.0232	177	"[SPO] South Pacific Ocean (MRGID:1910)"	12.806365	3.4942	6e-04	0	34.82775	0.51034	3.186315	1e-04	0	26.3033	2.68675	NA	20.254424	20.9015	0	0.018424854	45	0.045278	0.131	226	23.251	148	56	3.28e-06	53	0.013354	6	26.3033	3.186315
"ERR3587184"	"TARA_B100000965"	"TARA_100"	"DCM"	"non polar"	0.22	3	"2011-04-15T19:38"	-12.9723	-96.0122	50	"[SPO] South Pacific Ocean (MRGID:1910)"	22.596675	216.67805	0.18456	0.0096	35.64227	0.49273	2.070398	0.0099	0	24.5284	0.7785	NA	4.229206	1.8815	0.0061	0.018424854	44	0.045278	0.1635	301	5.6545	149	53	3.28e-06	52	0.013354	6	24.5284	2.070398
"ERR3587185"	"TARA_B100000963"	"TARA_100"	"SRF"	"non polar"	0.22	3	"2011-04-15T12:45"	-13.0023	-95.9759	5	"[SPO] South Pacific Ocean (MRGID:1910)"	25.349495	201.0109	0.10404	0.0066	35.82876	0.49273	1.77889	0.0049	0	23.86109	0.67725	NA	5.005302	1.15025	0.0017	0.018424854	44	0.045278	0.137	301	6.1625	149	53	3.28e-06	52	0.013354	6	23.86109	1.77889
"ERR3587186"	"TARA_B100000902"	"TARA_102"	"DCM"	"non polar"	0.22	3	"2011-04-22T21:13"	-5.2669	-85.2732	40	"[SPO] South Pacific Ocean (MRGID:1910)"	19.781235	104.9968	0.33192	0.018	34.884385	1.8132	2.896974	0.038	0	24.729155	1.8615	NA	18.72477	10.5045	0.0334	0.034300595	34	0.012324	1.202	238	24.3645	48	44	4.4e-06	14	0.043188	0	24.729155	2.896974
"ERR3587187"	"TARA_B100000900"	"TARA_102"	"SRF"	"non polar"	0.22	3	"2011-04-21T20:07"	-5.2529	-85.1545	5	"[SPO] South Pacific Ocean (MRGID:1910)"	24.958885	204.421	0.16782	0.00655	34.764535	0.21865	2.076027	0.00475	0	23.176695	1.02575	NA	13.010708	5.04425	0.0104	0.034300595	24	0.012324	0.3285	419	12.8225	32	34	4.4e-06	14	0.043188	0	23.176695	2.076027
"ERR3587188"	"TARA_B100000927"	"TARA_109"	"DCM"	"non polar"	0.22	3	"2011-05-12T22:15"	2.0299	-84.5546	30	"[NPO] North Pacific Ocean (MRGID:1908)"	26.019185	199.8303	0.2808	0.013	34.475915	2.5036	2.048813	0.0234	0	22.63355	0.50475	NA	4.369042	3.225	0.0195	0.038657464	18	0.005026	0.111	420	4.638	56	57	4.99e-06	19	-0.002594	2.083333	22.63355	2.048813
"ERR3587189"	"TARA_B100000929"	"TARA_109"	"MES"	"non polar"	0.22	3	"2011-05-13T16:08:58"	2.0649	-84.5546	380	"[NPO] North Pacific Ocean (MRGID:1908)"	11.142362	2.264562	0	NA	34.791419	2.3418	3.300821	NA	NA	26.595869	NA	NA	33.049074	NA	NA	0.038657464	12	0.005026	NA	422	NA	64	69	4.99e-06	14	-0.002594	2.083333	26.595869	3.300821
"ERR3587190"	"TARA_B100000579"	"TARA_111"	"DCM"	"non polar"	0.22	3	"2011-05-31T20:28:10"	-16.9587	-100.6751	90	"[SPO] South Pacific Ocean (MRGID:1910)"	19.783275	208.54895	0.12738	0.0035	35.69581	0.51854	2.047239	0.0141	0	25.354365	0.443	NA	0.85366	0.9285	0.0047	0.013075565	67	0.018781	0.203	233	1.2215	230	225	3.01e-06	70	-0.075767	34.305556	25.354365	2.047239
"ERR3587191"	"TARA_B100000780"	"TARA_084"	"SRF"	"polar"	0.22	3	"2011-01-03T11:05"	-60.2287	-60.6476	5	"[SO] Southern Ocean (MRGID:1907)"	1.9034	338.526	0.0219	NA	33.7198	3.3784	2.105012	NA	NA	26.9578	1.723	NA	24.903191	16.55	NA	0.096893812	254	0.082884	0.266	553	25.3	75	69	8.83e-06	60	-0.48219	1.972222	26.9578	2.105012
"ERR3587192"	"TARA_B100000787"	"TARA_085"	"SRF"	"polar"	0.22	3	"2011-01-06T10:38"	-62.0385	-49.529	5	"[SO] Southern Ocean (MRGID:1907)"	0.73159	344.81235	0.12516	0.02675	34.327465	0.27081	2.220386	0.00375	0.0155	27.52175	2.1055	NA	29.73383	80.55	0	0.007686064	499	0.02576	0.1055	596	28.64	28	70	0.000451463	60	-0.012327	19.777778	27.52175	2.220386
"ERR3587193"	"TARA_B100000795"	"TARA_085"	"DCM"	"polar"	0.22	3	"2011-01-06T19:34:21"	-62.2231	-49.2139	90	"[SO] Southern Ocean (MRGID:1907)"	-0.792395	326.6803	0.22416	NA	34.36258	0.46757	2.471241	NA	NA	27.6286	2.309	NA	32.911358	81.82	NA	0.007686064	42	0.02576	0.06	191	31	177	55	0.000451463	17	-0.012327	19.777778	27.6286	2.471241
"ERR3587194"	"TARA_B100000101"	"TARA_039"	"MES"	"non polar"	0.22	1.6	"2010-03-20T08:15:28"	18.7341	66.3896	270	"[IO] Indian Ocean (MRGID:1904)"	15.553795	3.12405	0.00144	0	35.907681	0.1421	2.75675	0	0.0058	26.565675	2.64	NA	18.560166	38.62	0	0.0255102	14	NA	2.074	486	21.22	125	3	0.00138772	16	0.403157	2.25	26.565675	2.75675
"ERR3587195"	"TARA_B100000768"	"TARA_082"	"SRF"	"non polar"	0.22	3	"2010-12-06T10:33"	-47.1863	-58.2902	5	"[SAO] South Atlantic Ocean (MRGID:1914)"	7.579417	303.147667	0.2258	NA	34.05025	1.211	2.128396	NA	NA	26.589567	1.302	NA	18.434187	1.945	NA	0.125833504	55	0.202122	0.146	952	18.005	59	64	0.000290781	74	0.056052	0	26.589567	2.128396
"ERR3587196"	"TARA_B100000767"	"TARA_082"	"DCM"	"non polar"	0.22	3	"2010-12-06T18:58"	-47.2007	-57.9446	40	"[SAO] South Atlantic Ocean (MRGID:1914)"	7.154875	306.1555	0.57815	NA	34.05055	0.82188	2.133364	NA	NA	26.649733	1.356	NA	18.047311	2.661	NA	0.125833504	18	0.202122	0.1185	129	18.525	66	62	0.000290781	24	0.056052	0	26.649733	2.133364
"ERR3587197"	"TARA_B100001115"	"TARA_122"	"SRF"	"non polar"	0.22	3	"2011-07-26T17:10"	-8.9971	-139.1963	5	"[SPO] South Pacific Ocean (MRGID:1910)"	26.60467	187.07695	0.06984	0.0041	35.37032	0.27504	1.574452	0.0045	0	23.122935	0.56795	NA	5.660372	2.1905	0.003	0.030111594	102	0.028977	0.11925	252	5.456	235	112	2.32e-06	14	0.007751	15.833333	23.122935	1.574452
"ERR3587198"	"TARA_B100000683"	"TARA_123"	"SRF"	"non polar"	0.22	3	"2011-07-31T17:20"	-8.9068	-140.283	5	"[SPO] South Pacific Ocean (MRGID:1910)"	26.586685	189.6701	0.0924	0.0092	35.3551	NA	1.63837	0.01	0.0036	23.11712	0.53495	NA	4.805128	2.2205	0.0023	0.02508309	122	0.053774	0.14425	606	4.9015	278	134	2.28e-06	14	-0.011503	1.083333	23.11712	1.63837
"ERR3587199"	"TARA_B100000674"	"TARA_124"	"SRF"	"non polar"	0.22	3	"2011-08-04T18:33"	-9.1504	-140.5216	5	"[SPO] South Pacific Ocean (MRGID:1910)"	26.572419	190.378187	0.1494	0.01184	35.384031	0.096513	1.628674	0.01821	0.00774	23.143631	0.63025	NA	4.965553	2.53325	0.00937	0.023188621	103	0.043603	0.1665	286	6.2015	241	113	2.46e-06	13	9.6e-05	2.777778	23.143631	1.628674
"ERR3587200"	"TARA_B100001121"	"TARA_125"	"SRF"	"non polar"	0.22	3	"2011-08-08T17:33"	-8.9111	-142.5571	5	"[SPO] South Pacific Ocean (MRGID:1910)"	26.80604	187.3321	0.09801	0.0029	35.42651	0.19558	1.645425	0.0077	0	23.10143	0.55725	NA	5.460123	1.80475	0.0032	0.01748565	109	0.014455	0.1945	274	3.7335	281	119	2.36e-06	14	-0.004254	0	23.10143	1.645425
"ERR3587201"	"TARA_B100001115"	"TARA_122"	"SRF"	"non polar"	0.22	3	"2011-07-26T17:10"	-8.9971	-139.1963	5	"[SPO] South Pacific Ocean (MRGID:1910)"	26.60467	187.07695	0.06984	0.0041	35.37032	0.27504	1.574452	0.0045	0	23.122935	0.56795	NA	5.660372	2.1905	0.003	0.030111594	102	0.028977	0.11925	252	5.456	235	112	2.32e-06	14	0.007751	15.833333	23.122935	1.574452
"ERR3587202"	"TARA_B100000683"	"TARA_123"	"SRF"	"non polar"	0.22	3	"2011-07-31T17:20"	-8.9068	-140.283	5	"[SPO] South Pacific Ocean (MRGID:1910)"	26.586685	189.6701	0.0924	0.0092	35.3551	NA	1.63837	0.01	0.0036	23.11712	0.53495	NA	4.805128	2.2205	0.0023	0.02508309	122	0.053774	0.14425	606	4.9015	278	134	2.28e-06	14	-0.011503	1.083333	23.11712	1.63837
"ERR3587203"	"TARA_B100000674"	"TARA_124"	"SRF"	"non polar"	0.22	3	"2011-08-04T18:33"	-9.1504	-140.5216	5	"[SPO] South Pacific Ocean (MRGID:1910)"	26.572419	190.378187	0.1494	0.01184	35.384031	0.096513	1.628674	0.01821	0.00774	23.143631	0.63025	NA	4.965553	2.53325	0.00937	0.023188621	103	0.043603	0.1665	286	6.2015	241	113	2.46e-06	13	9.6e-05	2.777778	23.143631	1.628674
"ERR3587204"	"TARA_B100001121"	"TARA_125"	"SRF"	"non polar"	0.22	3	"2011-08-08T17:33"	-8.9111	-142.5571	5	"[SPO] South Pacific Ocean (MRGID:1910)"	26.80604	187.3321	0.09801	0.0029	35.42651	0.19558	1.645425	0.0077	0	23.10143	0.55725	NA	5.460123	1.80475	0.0032	0.01748565	109	0.014455	0.1945	274	3.7335	281	119	2.36e-06	14	-0.004254	0	23.10143	1.645425
