genome	Clade1	original_Subclade	harmonized_Subclade	original_Family	harmonized_Family	original_Genus	harmonized_Genus	original_Species	harmonized_Species	subclade_changed	family_changed	genus_changed	species_changed
HIMB1409	I	Ia.3.V	Ia.3.V	Pelagibacteraceae	Pelagibacteraceae	Xanthipelagibacter	Xanthinipelagibacter	NA	NA	FALSE	FALSE	TRUE	FALSE
HIMB1413	I	Ia.3.V	Ia.3.V	Pelagibacteraceae	Pelagibacteraceae	Xanthipelagibacter	Xanthinipelagibacter	NA	NA	FALSE	FALSE	TRUE	FALSE
HIMB2250	I	Ia.3.V	Ia.3.V	Pelagibacteraceae	Pelagibacteraceae	Xanthipelagibacter	Xanthinipelagibacter	NA	NA	FALSE	FALSE	TRUE	FALSE
AG-913-M13	I	Ia.3.V	Ia.3.V	Pelagibacteraceae	Pelagibacteraceae	Xanthipelagibacter	Xanthinipelagibacter	NA	NA	FALSE	FALSE	TRUE	FALSE
AG-422-B22	I	Ia.3.V	Ia.3.V	Pelagibacteraceae	Pelagibacteraceae	Xanthipelagibacter	Xanthinipelagibacter	NA	NA	FALSE	FALSE	TRUE	FALSE
AG-447-L03	I	Ia.3.V	Ia.3.V	Pelagibacteraceae	Pelagibacteraceae	Xanthipelagibacter	Xanthinipelagibacter	NA	NA	FALSE	FALSE	TRUE	FALSE
AG-892-F02	I	Ia.3.V	Ia.3.V	Pelagibacteraceae	Pelagibacteraceae	Xanthipelagibacter	Xanthinipelagibacter	NA	NA	FALSE	FALSE	TRUE	FALSE
AG-390-M14	I	Ia.3.V	Ia.3.V	Pelagibacteraceae	Pelagibacteraceae	Xanthipelagibacter	Xanthinipelagibacter	NA	NA	FALSE	FALSE	TRUE	FALSE
FZCC0015	I	Ia.3.V	Ia.3.V	Pelagibacteraceae	Pelagibacteraceae	Xanthipelagibacter	Xanthinipelagibacter	NA	NA	FALSE	FALSE	TRUE	FALSE
AG-892-L17	I	Ia.3.V	Ia.3.V	Pelagibacteraceae	Pelagibacteraceae	Xanthipelagibacter	Xanthinipelagibacter	NA	NA	FALSE	FALSE	TRUE	FALSE
HIMB083	I	Ia.3.V	Ia.3.V	Pelagibacteraceae	Pelagibacteraceae	Xanthipelagibacter	Xanthinipelagibacter	aumoanae	aumoanae	FALSE	FALSE	TRUE	FALSE
AG-390-C17	I	Ia.3.VI	Ia.3.VI	Pelagibacteraceae	Pelagibacteraceae	Ampluspelagibacter	Undatipelagibacter	NA	NA	FALSE	FALSE	TRUE	FALSE
AG-447-K11	I	Ia.3.VI	Ia.3.VI	Pelagibacteraceae	Pelagibacteraceae	Ampluspelagibacter	Undatipelagibacter	NA	NA	FALSE	FALSE	TRUE	FALSE
HIMB1685	I	Ia.3.VI	Ia.3.VI	Pelagibacteraceae	Pelagibacteraceae	Ampluspelagibacter	Undatipelagibacter	NA	NA	FALSE	FALSE	TRUE	FALSE
HIMB1559	I	Ia.3.VI	Ia.3.VI	Pelagibacteraceae	Pelagibacteraceae	Ampluspelagibacter	Undatipelagibacter	NA	huakaii	FALSE	FALSE	TRUE	TRUE
HIMB1597	I	Ia.3.VI	Ia.3.VI	Pelagibacteraceae	Pelagibacteraceae	Ampluspelagibacter	Undatipelagibacter	NA	huakaii	FALSE	FALSE	TRUE	TRUE
HIMB1587	I	Ia.3.VI	Ia.3.VI	Pelagibacteraceae	Pelagibacteraceae	Ampluspelagibacter	Undatipelagibacter	NA	huakaii	FALSE	FALSE	TRUE	TRUE
HIMB1573	I	Ia.3.VI	Ia.3.VI	Pelagibacteraceae	Pelagibacteraceae	Ampluspelagibacter	Undatipelagibacter	NA	huakaii	FALSE	FALSE	TRUE	TRUE
HIMB1490	I	Ia.3.VI	Ia.3.VI	Pelagibacteraceae	Pelagibacteraceae	Ampluspelagibacter	Undatipelagibacter	NA	huakaii	FALSE	FALSE	TRUE	TRUE
HIMB1491	I	Ia.3.VI	Ia.3.VI	Pelagibacteraceae	Pelagibacteraceae	Ampluspelagibacter	Undatipelagibacter	NA	huakaii	FALSE	FALSE	TRUE	TRUE
HIMB1765	I	Ia.3.VI	Ia.3.VI	Pelagibacteraceae	Pelagibacteraceae	Ampluspelagibacter	Undatipelagibacter	NA	huakaii	FALSE	FALSE	TRUE	TRUE
HIMB1494	I	Ia.3.VI	Ia.3.VI	Pelagibacteraceae	Pelagibacteraceae	Ampluspelagibacter	Undatipelagibacter	NA	huakaii	FALSE	FALSE	TRUE	TRUE
HIMB1495	I	Ia.3.VI	Ia.3.VI	Pelagibacteraceae	Pelagibacteraceae	Ampluspelagibacter	Undatipelagibacter	NA	huakaii	FALSE	FALSE	TRUE	TRUE
HIMB1593	I	Ia.3.VI	Ia.3.VI	Pelagibacteraceae	Pelagibacteraceae	Ampluspelagibacter	Undatipelagibacter	NA	huakaii	FALSE	FALSE	TRUE	TRUE
HIMB1509	I	Ia.3.VI	Ia.3.VI	Pelagibacteraceae	Pelagibacteraceae	Ampluspelagibacter	Undatipelagibacter	NA	huakaii	FALSE	FALSE	TRUE	TRUE
AG-898-C07	I	Ia.3.VI	Ia.3.VI	Pelagibacteraceae	Pelagibacteraceae	Ampluspelagibacter	Undatipelagibacter	NA	NA	FALSE	FALSE	TRUE	FALSE
HIMB1485	I	Ia.3.VI	Ia.3.VI	Pelagibacteraceae	Pelagibacteraceae	Ampluspelagibacter	Undatipelagibacter	NA	huakaii	FALSE	FALSE	TRUE	TRUE
HIMB1492	I	Ia.3.VI	Ia.3.VI	Pelagibacteraceae	Pelagibacteraceae	Ampluspelagibacter	Undatipelagibacter	NA	huakaii	FALSE	FALSE	TRUE	TRUE
HIMB1493	I	Ia.3.VI	Ia.3.VI	Pelagibacteraceae	Pelagibacteraceae	Ampluspelagibacter	Undatipelagibacter	NA	huakaii	FALSE	FALSE	TRUE	TRUE
HIMB1518	I	Ia.3.VI	Ia.3.VI	Pelagibacteraceae	Pelagibacteraceae	Ampluspelagibacter	Undatipelagibacter	NA	huakaii	FALSE	FALSE	TRUE	TRUE
HIMB1770	I	Ia.3.VI	Ia.3.VI	Pelagibacteraceae	Pelagibacteraceae	Ampluspelagibacter	Undatipelagibacter	NA	huakaii	FALSE	FALSE	TRUE	TRUE
HIMB1507	I	Ia.3.VI	Ia.3.VI	Pelagibacteraceae	Pelagibacteraceae	Ampluspelagibacter	Undatipelagibacter	NA	huakaii	FALSE	FALSE	TRUE	TRUE
HIMB1526	I	Ia.3.VI	Ia.3.VI	Pelagibacteraceae	Pelagibacteraceae	Ampluspelagibacter	Undatipelagibacter	NA	huakaii	FALSE	FALSE	TRUE	TRUE
HIMB1552	I	Ia.3.VI	Ia.3.VI	Pelagibacteraceae	Pelagibacteraceae	Ampluspelagibacter	Undatipelagibacter	NA	huakaii	FALSE	FALSE	TRUE	TRUE
HIMB1641	I	Ia.3.VI	Ia.3.VI	Pelagibacteraceae	Pelagibacteraceae	Ampluspelagibacter	Undatipelagibacter	NA	huakaii	FALSE	FALSE	TRUE	TRUE
HIMB1636	I	Ia.3.VI	Ia.3.VI	Pelagibacteraceae	Pelagibacteraceae	Ampluspelagibacter	Undatipelagibacter	NA	huakaii	FALSE	FALSE	TRUE	TRUE
HIMB1702	I	Ia.3.VI	Ia.3.VI	Pelagibacteraceae	Pelagibacteraceae	Ampluspelagibacter	Undatipelagibacter	NA	huakaii	FALSE	FALSE	TRUE	TRUE
HIMB1710	I	Ia.3.VI	Ia.3.VI	Pelagibacteraceae	Pelagibacteraceae	Ampluspelagibacter	Undatipelagibacter	NA	huakaii	FALSE	FALSE	TRUE	TRUE
HIMB1556	I	Ia.3.VI	Ia.3.VI	Pelagibacteraceae	Pelagibacteraceae	Ampluspelagibacter	Undatipelagibacter	huakaii	huakaii	FALSE	FALSE	TRUE	FALSE
HIMB1748	I	Ia.3.VI	Ia.3.VI	Pelagibacteraceae	Pelagibacteraceae	Ampluspelagibacter	Undatipelagibacter	NA	huakaii	FALSE	FALSE	TRUE	TRUE
HIMB1662	I	Ia.3.VI	Ia.3.VI	Pelagibacteraceae	Pelagibacteraceae	Ampluspelagibacter	Undatipelagibacter	NA	huakaii	FALSE	FALSE	TRUE	TRUE
HIMB1723	I	Ia.3.VI	Ia.3.VI	Pelagibacteraceae	Pelagibacteraceae	Ampluspelagibacter	Undatipelagibacter	NA	huakaii	FALSE	FALSE	TRUE	TRUE
HIMB140	I	Ia.3.VI	Ia.3.VI	Pelagibacteraceae	Pelagibacteraceae	Ampluspelagibacter	Undatipelagibacter	NA	huakaii	FALSE	FALSE	TRUE	TRUE
HIMB1513	I	Ia.3.VI	Ia.3.VI	Pelagibacteraceae	Pelagibacteraceae	Ampluspelagibacter	Undatipelagibacter	NA	huakaii	FALSE	FALSE	TRUE	TRUE
HIMB1521	I	Ia.3.VI	Ia.3.VI	Pelagibacteraceae	Pelagibacteraceae	Ampluspelagibacter	Undatipelagibacter	NA	huakaii	FALSE	FALSE	TRUE	TRUE
HIMB1430	I	Ia.3.VI	Ia.3.VI	Pelagibacteraceae	Pelagibacteraceae	Ampluspelagibacter	Undatipelagibacter	NA	huakaii	FALSE	FALSE	TRUE	TRUE
HIMB1611	I	Ia.3.VI	Ia.3.VI	Pelagibacteraceae	Pelagibacteraceae	Ampluspelagibacter	Undatipelagibacter	NA	huakaii	FALSE	FALSE	TRUE	TRUE
HIMB1758	I	Ia.3.VI	Ia.3.VI	Pelagibacteraceae	Pelagibacteraceae	Ampluspelagibacter	Undatipelagibacter	NA	huakaii	FALSE	FALSE	TRUE	TRUE
HIMB1488	I	Ia.3.VI	Ia.3.VI	Pelagibacteraceae	Pelagibacteraceae	Ampluspelagibacter	Undatipelagibacter	NA	huakaii	FALSE	FALSE	TRUE	TRUE
HIMB1506	I	Ia.3.VI	Ia.3.VI	Pelagibacteraceae	Pelagibacteraceae	Ampluspelagibacter	Undatipelagibacter	NA	huakaii	FALSE	FALSE	TRUE	TRUE
HIMB2211	I	Ia.3.VI	Ia.3.VI	Pelagibacteraceae	Pelagibacteraceae	Ampluspelagibacter	Undatipelagibacter	NA	huakaii	FALSE	FALSE	TRUE	TRUE
HIMB1746	I	Ia.3.VI	Ia.3.VI	Pelagibacteraceae	Pelagibacteraceae	Ampluspelagibacter	Undatipelagibacter	NA	huakaii	FALSE	FALSE	TRUE	TRUE
HIMB1542	I	Ia.3.VI	Ia.3.VI	Pelagibacteraceae	Pelagibacteraceae	Ampluspelagibacter	Undatipelagibacter	NA	huakaii	FALSE	FALSE	TRUE	TRUE
HIMB1695	I	Ia.3.VI	Ia.3.VI	Pelagibacteraceae	Pelagibacteraceae	Ampluspelagibacter	Undatipelagibacter	NA	NA	FALSE	FALSE	TRUE	FALSE
HIMB1577	I	Ia.3.VI	Ia.3.VI	Pelagibacteraceae	Pelagibacteraceae	Ampluspelagibacter	Undatipelagibacter	NA	huakaii	FALSE	FALSE	TRUE	TRUE
HIMB1631	I	Ia.3.VI	Ia.3.VI	Pelagibacteraceae	Pelagibacteraceae	Ampluspelagibacter	Undatipelagibacter	NA	huakaii	FALSE	FALSE	TRUE	TRUE
HIMB1715	I	Ia.3.VI	Ia.3.VI	Pelagibacteraceae	Pelagibacteraceae	Ampluspelagibacter	Undatipelagibacter	NA	huakaii	FALSE	FALSE	TRUE	TRUE
HIMB1701	I	Ia.3.VI	Ia.3.VI	Pelagibacteraceae	Pelagibacteraceae	Ampluspelagibacter	Undatipelagibacter	NA	huakaii	FALSE	FALSE	TRUE	TRUE
HIMB1782	I	Ia.3.VI	Ia.3.VI	Pelagibacteraceae	Pelagibacteraceae	Ampluspelagibacter	Undatipelagibacter	NA	huakaii	FALSE	FALSE	TRUE	TRUE
HIMB1602	I	Ia.3.VI	Ia.3.VI	Pelagibacteraceae	Pelagibacteraceae	Ampluspelagibacter	Undatipelagibacter	NA	huakaii	FALSE	FALSE	TRUE	TRUE
AG-891-G02	I	Ia.3.VI	Ia.3.VI	Pelagibacteraceae	Pelagibacteraceae	Ampluspelagibacter	Undatipelagibacter	NA	NA	FALSE	FALSE	TRUE	FALSE
HIMB1623	I	Ia.3.VI	Ia.3.VI	Pelagibacteraceae	Pelagibacteraceae	Ampluspelagibacter	Undatipelagibacter	NA	NA	FALSE	FALSE	TRUE	FALSE
HIMB1709	I	Ia.3.VI	Ia.3.VI	Pelagibacteraceae	Pelagibacteraceae	Ampluspelagibacter	Undatipelagibacter	NA	NA	FALSE	FALSE	TRUE	FALSE
AG-359-C09	I	Ia.3.VII	Ia.3.VII	Pelagibacteraceae	Pelagibacteraceae	Angustipelagibacter	Angustipelagibacter	NA	atlanticus	FALSE	FALSE	FALSE	TRUE
AG-359-M21	I	Ia.3.VII	Ia.3.VII	Pelagibacteraceae	Pelagibacteraceae	Angustipelagibacter	Angustipelagibacter	NA	atlanticus	FALSE	FALSE	FALSE	TRUE
AG-920-J04	I	Ia.3.VII	Ia.3.VII	Pelagibacteraceae	Pelagibacteraceae	Angustipelagibacter	Angustipelagibacter	NA	atlanticus	FALSE	FALSE	FALSE	TRUE
AG-904-F17	I	Ia.3.VII	Ia.3.VII	Pelagibacteraceae	Pelagibacteraceae	Angustipelagibacter	Angustipelagibacter	NA	atlanticus	FALSE	FALSE	FALSE	TRUE
AG-915-K13	I	Ia.3.VII	Ia.3.VII	Pelagibacteraceae	Pelagibacteraceae	Angustipelagibacter	Angustipelagibacter	NA	atlanticus	FALSE	FALSE	FALSE	TRUE
AG-892-E08	I	Ia.3.VII	Ia.3.VII	Pelagibacteraceae	Pelagibacteraceae	Angustipelagibacter	Angustipelagibacter	NA	atlanticus	FALSE	FALSE	FALSE	TRUE
AG-899-N21	I	Ia.3.VII	Ia.3.VII	Pelagibacteraceae	Pelagibacteraceae	Angustipelagibacter	Angustipelagibacter	NA	atlanticus	FALSE	FALSE	FALSE	TRUE
AG-914-P23	I	Ia.3.VII	Ia.3.VII	Pelagibacteraceae	Pelagibacteraceae	Angustipelagibacter	Angustipelagibacter	NA	atlanticus	FALSE	FALSE	FALSE	TRUE
AG-917-M22	I	Ia.3.VII	Ia.3.VII	Pelagibacteraceae	Pelagibacteraceae	Angustipelagibacter	Angustipelagibacter	NA	atlanticus	FALSE	FALSE	FALSE	TRUE
AG-414-O11	I	Ia.3.VII	Ia.3.VII	Pelagibacteraceae	Pelagibacteraceae	Angustipelagibacter	Angustipelagibacter	NA	atlanticus	FALSE	FALSE	FALSE	TRUE
AG-913-C03	I	Ia.3.VII	Ia.3.VII	Pelagibacteraceae	Pelagibacteraceae	Angustipelagibacter	Angustipelagibacter	NA	atlanticus	FALSE	FALSE	FALSE	TRUE
AG-917-C08	I	Ia.3.VII	Ia.3.VII	Pelagibacteraceae	Pelagibacteraceae	Angustipelagibacter	Angustipelagibacter	NA	atlanticus	FALSE	FALSE	FALSE	TRUE
AG-917-C11	I	Ia.3.VII	Ia.3.VII	Pelagibacteraceae	Pelagibacteraceae	Angustipelagibacter	Angustipelagibacter	NA	atlanticus	FALSE	FALSE	FALSE	TRUE
AG-917-P07	I	Ia.3.VII	Ia.3.VII	Pelagibacteraceae	Pelagibacteraceae	Angustipelagibacter	Angustipelagibacter	NA	atlanticus	FALSE	FALSE	FALSE	TRUE
AG-913-A04	I	Ia.3.VII	Ia.3.VII	Pelagibacteraceae	Pelagibacteraceae	Angustipelagibacter	Angustipelagibacter	NA	atlanticus	FALSE	FALSE	FALSE	TRUE
AG-918-L07	I	Ia.3.VII	Ia.3.VII	Pelagibacteraceae	Pelagibacteraceae	Angustipelagibacter	Angustipelagibacter	NA	atlanticus	FALSE	FALSE	FALSE	TRUE
AG-911-G03	I	Ia.3.VII	Ia.3.VII	Pelagibacteraceae	Pelagibacteraceae	Angustipelagibacter	Angustipelagibacter	NA	atlanticus	FALSE	FALSE	FALSE	TRUE
SAG-MED08	I	Ia.3.VII	Ia.3.VII	Pelagibacteraceae	Pelagibacteraceae	Angustipelagibacter	Angustipelagibacter	NA	atlanticus	FALSE	FALSE	FALSE	TRUE
AG-912-F16	I	Ia.3.VII	Ia.3.VII	Pelagibacteraceae	Pelagibacteraceae	Angustipelagibacter	Angustipelagibacter	NA	atlanticus	FALSE	FALSE	FALSE	TRUE
AG-903-D02	I	Ia.3.VII	Ia.3.VII	Pelagibacteraceae	Pelagibacteraceae	Angustipelagibacter	Angustipelagibacter	NA	atlanticus	FALSE	FALSE	FALSE	TRUE
AG-894-C14	I	Ia.3.VII	Ia.3.VII	Pelagibacteraceae	Pelagibacteraceae	Angustipelagibacter	Angustipelagibacter	NA	atlanticus	FALSE	FALSE	FALSE	TRUE
AG-918-L21	I	Ia.3.VII	Ia.3.VII	Pelagibacteraceae	Pelagibacteraceae	Angustipelagibacter	Angustipelagibacter	NA	atlanticus	FALSE	FALSE	FALSE	TRUE
AG-916-M15	I	Ia.3.VII	Ia.3.VII	Pelagibacteraceae	Pelagibacteraceae	Angustipelagibacter	Angustipelagibacter	NA	atlanticus	FALSE	FALSE	FALSE	TRUE
AG-917-I17	I	Ia.3.VII	Ia.3.VII	Pelagibacteraceae	Pelagibacteraceae	Angustipelagibacter	Angustipelagibacter	NA	atlanticus	FALSE	FALSE	FALSE	TRUE
AG-918-K09	I	Ia.3.VII	Ia.3.VII	Pelagibacteraceae	Pelagibacteraceae	Angustipelagibacter	Angustipelagibacter	NA	atlanticus	FALSE	FALSE	FALSE	TRUE
AG-390-J21	I	Ia.4	Ia.4.II	Pelagibacteraceae	Pelagibacteraceae	Lacunapelagibacter	Lacunipelagibacter	NA	NA	TRUE	FALSE	TRUE	FALSE
AG-894-B07	I	Ia.4	Ia.4.II	Pelagibacteraceae	Pelagibacteraceae	Lacunapelagibacter	Lacunipelagibacter	NA	NA	TRUE	FALSE	TRUE	FALSE
AG-447-N18	I	Ia.4	Ia.4.II	Pelagibacteraceae	Pelagibacteraceae	Lacunapelagibacter	Lacunipelagibacter	NA	NA	TRUE	FALSE	TRUE	FALSE
AG-919-L02	I	Ia.4	Ia.4.II	Pelagibacteraceae	Pelagibacteraceae	Lacunapelagibacter	Lacunipelagibacter	NA	NA	TRUE	FALSE	TRUE	FALSE
HIMB1437	I	Ia.4	Ia.4.II	Pelagibacteraceae	Pelagibacteraceae	Lacunapelagibacter	Lacunipelagibacter	akoakoaensis	aumakalihii	TRUE	FALSE	TRUE	TRUE
AG-905-E10	I	Ia.4	Ia.4.II	Pelagibacteraceae	Pelagibacteraceae	Lacunapelagibacter	Lacunipelagibacter	NA	NA	TRUE	FALSE	TRUE	FALSE
AG-917-K06	I	Ia.4	Ia.4.II	Pelagibacteraceae	Pelagibacteraceae	Lacunapelagibacter	Lacunipelagibacter	NA	NA	TRUE	FALSE	TRUE	FALSE
HIMB1863	I	Ia.4	Ia.4.II	Pelagibacteraceae	Pelagibacteraceae	Lacunapelagibacter	Lacunipelagibacter	NA	NA	TRUE	FALSE	TRUE	FALSE
AH-287-G05	I	Ia.4	Ia.4.II	Pelagibacteraceae	Pelagibacteraceae	Lacunapelagibacter	Lacunipelagibacter	NA	NA	TRUE	FALSE	TRUE	FALSE
AH-321-M13	I	Ia.4	Ia.4.II	Pelagibacteraceae	Pelagibacteraceae	Lacunapelagibacter	Lacunipelagibacter	NA	NA	TRUE	FALSE	TRUE	FALSE
AH-321-D17	I	Ia.4	Ia.4.II	Pelagibacteraceae	Pelagibacteraceae	Lacunapelagibacter	Lacunipelagibacter	NA	NA	TRUE	FALSE	TRUE	FALSE
HIMB2104	I	Ia.4	Ia.4.II	Pelagibacteraceae	Pelagibacteraceae	Lacunapelagibacter	Lacunipelagibacter	NA	NA	TRUE	FALSE	TRUE	FALSE
HIMB2200	I	Ia.4	Ia.4.II	Pelagibacteraceae	Pelagibacteraceae	Lacunapelagibacter	Lacunipelagibacter	NA	NA	TRUE	FALSE	TRUE	FALSE
AG-918-G06	I	Ia.4	Ia.4.II	Pelagibacteraceae	Pelagibacteraceae	Lacunapelagibacter	Lacunipelagibacter	NA	NA	TRUE	FALSE	TRUE	FALSE
HIMB2215	I	Ia.4	Ia.4.II	Pelagibacteraceae	Pelagibacteraceae	Lacunapelagibacter	Lacunipelagibacter	NA	NA	TRUE	FALSE	TRUE	FALSE
AG-919-C02	I	Ia.4	Ia.4.II	Pelagibacteraceae	Pelagibacteraceae	Lacunapelagibacter	Lacunipelagibacter	NA	NA	TRUE	FALSE	TRUE	FALSE
HIMB2204	I	Ia.4	Ia.4.II	Pelagibacteraceae	Pelagibacteraceae	Lacunapelagibacter	Lacunipelagibacter	NA	NA	TRUE	FALSE	TRUE	FALSE
AG-891-C15	I	Ia.4	Ia.4.II	Pelagibacteraceae	Pelagibacteraceae	Lacunapelagibacter	Lacunipelagibacter	NA	NA	TRUE	FALSE	TRUE	FALSE
AG-896-K10	I	Ia.4	Ia.4.II	Pelagibacteraceae	Pelagibacteraceae	Lacunapelagibacter	Lacunipelagibacter	NA	NA	TRUE	FALSE	TRUE	FALSE
AG-903-F09	I	Ia.4	Ia.4.II	Pelagibacteraceae	Pelagibacteraceae	Lacunapelagibacter	Lacunipelagibacter	NA	NA	TRUE	FALSE	TRUE	FALSE
AG-903-O08	I	Ia.4	Ia.4.II	Pelagibacteraceae	Pelagibacteraceae	Lacunapelagibacter	Lacunipelagibacter	NA	NA	TRUE	FALSE	TRUE	FALSE
HIMB1402	I	Ia.4	Ia.4.II	Pelagibacteraceae	Pelagibacteraceae	Lacunapelagibacter	Lacunipelagibacter	NA	NA	TRUE	FALSE	TRUE	FALSE
HIMB1838	I	Ia.4	Ia.4.II	Pelagibacteraceae	Pelagibacteraceae	Lacunapelagibacter	Lacunipelagibacter	NA	NA	TRUE	FALSE	TRUE	FALSE
HIMB1835	I	Ia.4	Ia.4.II	Pelagibacteraceae	Pelagibacteraceae	Lacunapelagibacter	Lacunipelagibacter	NA	NA	TRUE	FALSE	TRUE	FALSE
AG-917-O20	I	Ia.4	NA	Pelagibacteraceae	Pelagibacteraceae	Lacunapelagibacter	NA	NA	NA	TRUE	FALSE	TRUE	FALSE
AG-905-G04	I	Ia.4	NA	Pelagibacteraceae	Pelagibacteraceae	Lacunapelagibacter	NA	NA	NA	TRUE	FALSE	TRUE	FALSE
HIMB1483	I	Ia.4	Ia.4.N1	Pelagibacteraceae	Pelagibacteraceae	Semelpelagibacter	Alipelagibacter	loemeaikii	loemeaikii	TRUE	FALSE	TRUE	FALSE
AG-359-D09	I	Ia.4	Ia.4.N4	Pelagibacteraceae	Pelagibacteraceae	Punctumpelagibacter	Punctipelagibacter	variabilis	variabilis	TRUE	FALSE	TRUE	FALSE
AH-321-L23	I	Ia.4	Ia.4.N4	Pelagibacteraceae	Pelagibacteraceae	Punctumpelagibacter	Punctipelagibacter	NA	NA	TRUE	FALSE	TRUE	FALSE
AH-321-P04	I	Ia.4	Ia.4.N4	Pelagibacteraceae	Pelagibacteraceae	Punctumpelagibacter	Punctipelagibacter	NA	NA	TRUE	FALSE	TRUE	FALSE
AG-896-C18	I	Ia.4	NA	Pelagibacteraceae	Pelagibacteraceae	Punctumpelagibacter	NA	NA	NA	TRUE	FALSE	TRUE	FALSE
AG-390-E04	I	Ia.4	NA	Pelagibacteraceae	Pelagibacteraceae	Punctumpelagibacter	NA	NA	NA	TRUE	FALSE	TRUE	FALSE
AH-287-E08	I	Ia.4	NA	Pelagibacteraceae	Pelagibacteraceae	Punctumpelagibacter	NA	NA	NA	TRUE	FALSE	TRUE	FALSE
AG-422-C13	I	Ia.4	NA	Pelagibacteraceae	Pelagibacteraceae	Punctumpelagibacter	NA	NA	NA	TRUE	FALSE	TRUE	FALSE
AG-337-D17	I	Ia.4	Ia.4.N5	Pelagibacteraceae	Pelagibacteraceae	Tantilluspelagibacter	Tantillipelagibacter	NA	NA	TRUE	FALSE	TRUE	FALSE
AG-897-G15	I	Ia.4	Ia.4.N5	Pelagibacteraceae	Pelagibacteraceae	Tantilluspelagibacter	Tantillipelagibacter	NA	NA	TRUE	FALSE	TRUE	FALSE
RS39	I	Ia.4	Ia.4.N5	Pelagibacteraceae	Pelagibacteraceae	Tantilluspelagibacter	Tantillipelagibacter	NA	NA	TRUE	FALSE	TRUE	FALSE
AG-447-F10	I	Ia.4	Ia.4.N5	Pelagibacteraceae	Pelagibacteraceae	Tantilluspelagibacter	Tantillipelagibacter	NA	NA	TRUE	FALSE	TRUE	FALSE
AG-907-C04	I	Ia.4	Ia.4.N5	Pelagibacteraceae	Pelagibacteraceae	Tantilluspelagibacter	Tantillipelagibacter	NA	NA	TRUE	FALSE	TRUE	FALSE
AG-896-L20	I	Ia.4	Ia.4.N5	Pelagibacteraceae	Pelagibacteraceae	Tantilluspelagibacter	Tantillipelagibacter	NA	NA	TRUE	FALSE	TRUE	FALSE
AG-916-A16	I	Ia.4	Ia.4.N5	Pelagibacteraceae	Pelagibacteraceae	Tantilluspelagibacter	Tantillipelagibacter	NA	NA	TRUE	FALSE	TRUE	FALSE
AG-909-J05	I	Ia.4	Ia.4.N5	Pelagibacteraceae	Pelagibacteraceae	Tantilluspelagibacter	Tantillipelagibacter	NA	NA	TRUE	FALSE	TRUE	FALSE
AG-893-I20	I	Ia.4	Ia.4.N5	Pelagibacteraceae	Pelagibacteraceae	Tantilluspelagibacter	Tantillipelagibacter	NA	NA	TRUE	FALSE	TRUE	FALSE
AG-899-J23	I	Ia.4	Ia.4.N5	Pelagibacteraceae	Pelagibacteraceae	Tantilluspelagibacter	Tantillipelagibacter	NA	NA	TRUE	FALSE	TRUE	FALSE
HIMB1436	I	Ia.4	Ia.4.N5	Pelagibacteraceae	Pelagibacteraceae	Tantilluspelagibacter	Tantillipelagibacter	marisrubii	marisrubii	TRUE	FALSE	TRUE	FALSE
AG-909-G08	I	Ia.4	Ia.4.N5	Pelagibacteraceae	Pelagibacteraceae	Tantilluspelagibacter	Tantillipelagibacter	NA	NA	TRUE	FALSE	TRUE	FALSE
AG-359-G22	I	Ia.4	Ia.4.N5	Pelagibacteraceae	Pelagibacteraceae	Tantilluspelagibacter	Tantillipelagibacter	NA	NA	TRUE	FALSE	TRUE	FALSE
AG-447-P22	I	Ia.4	Ia.4.N5	Pelagibacteraceae	Pelagibacteraceae	Tantilluspelagibacter	Tantillipelagibacter	NA	NA	TRUE	FALSE	TRUE	FALSE
AG-426-D09	I	Ia.4	Ia.4.N5	Pelagibacteraceae	Pelagibacteraceae	Tantilluspelagibacter	Tantillipelagibacter	NA	NA	TRUE	FALSE	TRUE	FALSE
AG-910-B05	I	Ia.4	Ia.4.N5	Pelagibacteraceae	Pelagibacteraceae	Tantilluspelagibacter	Tantillipelagibacter	NA	NA	TRUE	FALSE	TRUE	FALSE
AG-894-K14	I	Ia.4	Ia.4.N5	Pelagibacteraceae	Pelagibacteraceae	Tantilluspelagibacter	Tantillipelagibacter	NA	NA	TRUE	FALSE	TRUE	FALSE
AG-911-E04	I	Ia.4	Ia.4.N5	Pelagibacteraceae	Pelagibacteraceae	Tantilluspelagibacter	Tantillipelagibacter	NA	NA	TRUE	FALSE	TRUE	FALSE
HIMB2226	I	Ia.4	Ia.4.N5	Pelagibacteraceae	Pelagibacteraceae	Tantilluspelagibacter	Tantillipelagibacter	NA	NA	TRUE	FALSE	TRUE	FALSE
AG-447-B22	I	Ia.4	Ia.4.N5	Pelagibacteraceae	Pelagibacteraceae	Tantilluspelagibacter	Tantillipelagibacter	NA	NA	TRUE	FALSE	TRUE	FALSE
AG-919-O02	I	Ia.4	Ia.4.N5	Pelagibacteraceae	Pelagibacteraceae	Tantilluspelagibacter	Tantillipelagibacter	NA	NA	TRUE	FALSE	TRUE	FALSE
AH-287-J18	I	Ia.4	Ia.4.N5	Pelagibacteraceae	Pelagibacteraceae	Tantilluspelagibacter	Tantillipelagibacter	NA	NA	TRUE	FALSE	TRUE	FALSE
