genome_type	family	genus	subclade	annotation_combination	length_bin_start	length_bin_end	n_proteins
SAG	Pelagibacteraceae	Medipelagibacter	Ib.4.N8	Pfam only	125	150	45
SAG	Pelagibacteraceae	Medipelagibacter	Ib.4.N8	Pfam only	150	175	24
SAG	Pelagibacteraceae	Medipelagibacter	Ib.4.N8	Pfam only	175	200	18
SAG	Pelagibacteraceae	Medipelagibacter	Ib.4.N8	Pfam only	200	225	45
SAG	Pelagibacteraceae	Medipelagibacter	Ib.4.N8	Pfam only	225	250	35
SAG	Pelagibacteraceae	Medipelagibacter	Ib.4.N8	Pfam only	250	275	11
SAG	Pelagibacteraceae	Medipelagibacter	Ib.4.N8	Pfam only	275	300	9
SAG	Pelagibacteraceae	Medipelagibacter	Ib.4.N8	Pfam only	300	325	8
SAG	Pelagibacteraceae	Medipelagibacter	Ib.4.N8	Pfam only	325	350	2
SAG	Pelagibacteraceae	Medipelagibacter	Ib.4.N8	Pfam only	375	400	1
SAG	Pelagibacteraceae	Medipelagibacter	Ib.4.N8	Pfam only	400	425	1
SAG	Pelagibacteraceae	Medipelagibacter	Ib.4.N8	Pfam only	450	475	7
SAG	Pelagibacteraceae	Medipelagibacter	Ib.4.N8	Pfam only	475	500	8
SAG	Pelagibacteraceae	Medipelagibacter	Ib.4.N8	Pfam only	525	550	3
SAG	Pelagibacteraceae	Medipelagibacter	Ib.4.N8	Pfam only	600	625	1
SAG	Pelagibacteraceae	Medipelagibacter	Ib.4.N8	Pfam only	650	675	1
SAG	Pelagibacteraceae	Pantolocipelagibacter	Ia.4.N2	COG + KO	125	150	1
SAG	Pelagibacteraceae	Pantolocipelagibacter	Ia.4.N2	COG + KO	150	175	1
SAG	Pelagibacteraceae	Pantolocipelagibacter	Ia.4.N2	COG + KO	200	225	5
SAG	Pelagibacteraceae	Pantolocipelagibacter	Ia.4.N2	COG + KO	275	300	4
SAG	Pelagibacteraceae	Pantolocipelagibacter	Ia.4.N2	COG + KO	300	325	5
SAG	Pelagibacteraceae	Pantolocipelagibacter	Ia.4.N2	COG + KO	325	350	5
SAG	Pelagibacteraceae	Pantolocipelagibacter	Ia.4.N2	COG + KO	350	375	5
SAG	Pelagibacteraceae	Pantolocipelagibacter	Ia.4.N2	COG + KO	375	400	2
SAG	Pelagibacteraceae	Pantolocipelagibacter	Ia.4.N2	COG + KO	450	475	4
SAG	Pelagibacteraceae	Pantolocipelagibacter	Ia.4.N2	COG + KO	800	825	4
SAG	Pelagibacteraceae	Pantolocipelagibacter	Ia.4.N2	COG + KO + Pfam	25	50	7
SAG	Pelagibacteraceae	Pantolocipelagibacter	Ia.4.N2	COG + KO + Pfam	50	75	62
SAG	Pelagibacteraceae	Pantolocipelagibacter	Ia.4.N2	COG + KO + Pfam	75	100	127
SAG	Pelagibacteraceae	Pantolocipelagibacter	Ia.4.N2	COG + KO + Pfam	100	125	164
SAG	Pelagibacteraceae	Pantolocipelagibacter	Ia.4.N2	COG + KO + Pfam	125	150	214
SAG	Pelagibacteraceae	Pantolocipelagibacter	Ia.4.N2	COG + KO + Pfam	150	175	249
SAG	Pelagibacteraceae	Pantolocipelagibacter	Ia.4.N2	COG + KO + Pfam	175	200	271
SAG	Pelagibacteraceae	Pantolocipelagibacter	Ia.4.N2	COG + KO + Pfam	200	225	198
SAG	Pelagibacteraceae	Pantolocipelagibacter	Ia.4.N2	COG + KO + Pfam	225	250	279
SAG	Pelagibacteraceae	Pantolocipelagibacter	Ia.4.N2	COG + KO + Pfam	250	275	277
SAG	Pelagibacteraceae	Pantolocipelagibacter	Ia.4.N2	COG + KO + Pfam	275	300	213
SAG	Pelagibacteraceae	Pantolocipelagibacter	Ia.4.N2	COG + KO + Pfam	300	325	219
SAG	Pelagibacteraceae	Pantolocipelagibacter	Ia.4.N2	COG + KO + Pfam	325	350	244
SAG	Pelagibacteraceae	Pantolocipelagibacter	Ia.4.N2	COG + KO + Pfam	350	375	215
SAG	Pelagibacteraceae	Pantolocipelagibacter	Ia.4.N2	COG + KO + Pfam	375	400	184
SAG	Pelagibacteraceae	Pantolocipelagibacter	Ia.4.N2	COG + KO + Pfam	400	425	141
SAG	Pelagibacteraceae	Pantolocipelagibacter	Ia.4.N2	COG + KO + Pfam	425	450	182
SAG	Pelagibacteraceae	Pantolocipelagibacter	Ia.4.N2	COG + KO + Pfam	450	475	159
SAG	Pelagibacteraceae	Pantolocipelagibacter	Ia.4.N2	COG + KO + Pfam	475	500	117
SAG	Pelagibacteraceae	Pantolocipelagibacter	Ia.4.N2	COG + KO + Pfam	500	525	67
SAG	Pelagibacteraceae	Pantolocipelagibacter	Ia.4.N2	COG + KO + Pfam	525	550	57
SAG	Pelagibacteraceae	Pantolocipelagibacter	Ia.4.N2	COG + KO + Pfam	550	575	35
SAG	Pelagibacteraceae	Pantolocipelagibacter	Ia.4.N2	COG + KO + Pfam	575	600	57
SAG	Pelagibacteraceae	Pantolocipelagibacter	Ia.4.N2	COG + KO + Pfam	600	625	57
SAG	Pelagibacteraceae	Pantolocipelagibacter	Ia.4.N2	COG + KO + Pfam	625	650	58
SAG	Pelagibacteraceae	Pantolocipelagibacter	Ia.4.N2	COG + KO + Pfam	650	675	5
SAG	Pelagibacteraceae	Pantolocipelagibacter	Ia.4.N2	COG + KO + Pfam	675	700	47
SAG	Pelagibacteraceae	Pantolocipelagibacter	Ia.4.N2	COG + KO + Pfam	700	725	35
SAG	Pelagibacteraceae	Pantolocipelagibacter	Ia.4.N2	COG + KO + Pfam	725	750	29
SAG	Pelagibacteraceae	Pantolocipelagibacter	Ia.4.N2	COG + KO + Pfam	750	775	11
SAG	Pelagibacteraceae	Pantolocipelagibacter	Ia.4.N2	COG + KO + Pfam	775	800	23
SAG	Pelagibacteraceae	Pantolocipelagibacter	Ia.4.N2	COG + KO + Pfam	800	825	11
SAG	Pelagibacteraceae	Pantolocipelagibacter	Ia.4.N2	COG + KO + Pfam	825	850	11
SAG	Pelagibacteraceae	Pantolocipelagibacter	Ia.4.N2	COG + KO + Pfam	850	875	16
SAG	Pelagibacteraceae	Pantolocipelagibacter	Ia.4.N2	COG + KO + Pfam	875	900	22
SAG	Pelagibacteraceae	Pantolocipelagibacter	Ia.4.N2	COG + KO + Pfam	900	925	10
SAG	Pelagibacteraceae	Pantolocipelagibacter	Ia.4.N2	COG + KO + Pfam	925	950	3
SAG	Pelagibacteraceae	Pantolocipelagibacter	Ia.4.N2	COG + KO + Pfam	950	975	15
SAG	Pelagibacteraceae	Pantolocipelagibacter	Ia.4.N2	COG + KO + Pfam	975	1000	3
SAG	Pelagibacteraceae	Pantolocipelagibacter	Ia.4.N2	COG + KO + Pfam	1000	1025	10
SAG	Pelagibacteraceae	Pantolocipelagibacter	Ia.4.N2	COG + KO + Pfam	1025	1050	6
SAG	Pelagibacteraceae	Pantolocipelagibacter	Ia.4.N2	COG + KO + Pfam	1050	1075	6
SAG	Pelagibacteraceae	Pantolocipelagibacter	Ia.4.N2	COG + KO + Pfam	1125	1150	5
SAG	Pelagibacteraceae	Pantolocipelagibacter	Ia.4.N2	COG + KO + Pfam	1175	1200	1
SAG	Pelagibacteraceae	Pantolocipelagibacter	Ia.4.N2	COG + KO + Pfam	1350	1375	5
SAG	Pelagibacteraceae	Pantolocipelagibacter	Ia.4.N2	COG + KO + Pfam	1375	1400	4
SAG	Pelagibacteraceae	Pantolocipelagibacter	Ia.4.N2	COG + KO + Pfam	1500	1525	4
SAG	Pelagibacteraceae	Pantolocipelagibacter	Ia.4.N2	COG + Pfam	25	50	1
SAG	Pelagibacteraceae	Pantolocipelagibacter	Ia.4.N2	COG + Pfam	50	75	34
SAG	Pelagibacteraceae	Pantolocipelagibacter	Ia.4.N2	COG + Pfam	75	100	88
SAG	Pelagibacteraceae	Pantolocipelagibacter	Ia.4.N2	COG + Pfam	100	125	99
SAG	Pelagibacteraceae	Pantolocipelagibacter	Ia.4.N2	COG + Pfam	125	150	135
SAG	Pelagibacteraceae	Pantolocipelagibacter	Ia.4.N2	COG + Pfam	150	175	121
SAG	Pelagibacteraceae	Pantolocipelagibacter	Ia.4.N2	COG + Pfam	175	200	126
SAG	Pelagibacteraceae	Pantolocipelagibacter	Ia.4.N2	COG + Pfam	200	225	106
SAG	Pelagibacteraceae	Pantolocipelagibacter	Ia.4.N2	COG + Pfam	225	250	156
SAG	Pelagibacteraceae	Pantolocipelagibacter	Ia.4.N2	COG + Pfam	250	275	123
SAG	Pelagibacteraceae	Pantolocipelagibacter	Ia.4.N2	COG + Pfam	275	300	106
SAG	Pelagibacteraceae	Pantolocipelagibacter	Ia.4.N2	COG + Pfam	300	325	160
SAG	Pelagibacteraceae	Pantolocipelagibacter	Ia.4.N2	COG + Pfam	325	350	93
SAG	Pelagibacteraceae	Pantolocipelagibacter	Ia.4.N2	COG + Pfam	350	375	81
SAG	Pelagibacteraceae	Pantolocipelagibacter	Ia.4.N2	COG + Pfam	375	400	105
SAG	Pelagibacteraceae	Pantolocipelagibacter	Ia.4.N2	COG + Pfam	400	425	56
SAG	Pelagibacteraceae	Pantolocipelagibacter	Ia.4.N2	COG + Pfam	425	450	48
SAG	Pelagibacteraceae	Pantolocipelagibacter	Ia.4.N2	COG + Pfam	450	475	25
SAG	Pelagibacteraceae	Pantolocipelagibacter	Ia.4.N2	COG + Pfam	475	500	26
SAG	Pelagibacteraceae	Pantolocipelagibacter	Ia.4.N2	COG + Pfam	500	525	4
SAG	Pelagibacteraceae	Pantolocipelagibacter	Ia.4.N2	COG + Pfam	525	550	12
SAG	Pelagibacteraceae	Pantolocipelagibacter	Ia.4.N2	COG + Pfam	550	575	14
SAG	Pelagibacteraceae	Pantolocipelagibacter	Ia.4.N2	COG + Pfam	575	600	24
SAG	Pelagibacteraceae	Pantolocipelagibacter	Ia.4.N2	COG + Pfam	675	700	10
SAG	Pelagibacteraceae	Pantolocipelagibacter	Ia.4.N2	COG + Pfam	700	725	1
SAG	Pelagibacteraceae	Pantolocipelagibacter	Ia.4.N2	COG + Pfam	725	750	1
SAG	Pelagibacteraceae	Pantolocipelagibacter	Ia.4.N2	COG + Pfam	750	775	2
SAG	Pelagibacteraceae	Pantolocipelagibacter	Ia.4.N2	COG + Pfam	775	800	2
SAG	Pelagibacteraceae	Pantolocipelagibacter	Ia.4.N2	COG + Pfam	800	825	6
SAG	Pelagibacteraceae	Pantolocipelagibacter	Ia.4.N2	COG + Pfam	825	850	1
SAG	Pelagibacteraceae	Pantolocipelagibacter	Ia.4.N2	COG + Pfam	1050	1075	1
SAG	Pelagibacteraceae	Pantolocipelagibacter	Ia.4.N2	COG + Pfam	1075	1100	1
SAG	Pelagibacteraceae	Pantolocipelagibacter	Ia.4.N2	COG + Pfam	1100	1125	1
SAG	Pelagibacteraceae	Pantolocipelagibacter	Ia.4.N2	COG only	25	50	3
SAG	Pelagibacteraceae	Pantolocipelagibacter	Ia.4.N2	COG only	50	75	2
SAG	Pelagibacteraceae	Pantolocipelagibacter	Ia.4.N2	COG only	75	100	5
SAG	Pelagibacteraceae	Pantolocipelagibacter	Ia.4.N2	COG only	100	125	22
SAG	Pelagibacteraceae	Pantolocipelagibacter	Ia.4.N2	COG only	125	150	8
SAG	Pelagibacteraceae	Pantolocipelagibacter	Ia.4.N2	COG only	150	175	25
SAG	Pelagibacteraceae	Pantolocipelagibacter	Ia.4.N2	COG only	175	200	3
SAG	Pelagibacteraceae	Pantolocipelagibacter	Ia.4.N2	COG only	200	225	10
SAG	Pelagibacteraceae	Pantolocipelagibacter	Ia.4.N2	COG only	225	250	13
SAG	Pelagibacteraceae	Pantolocipelagibacter	Ia.4.N2	COG only	250	275	11
SAG	Pelagibacteraceae	Pantolocipelagibacter	Ia.4.N2	COG only	275	300	3
SAG	Pelagibacteraceae	Pantolocipelagibacter	Ia.4.N2	COG only	300	325	3
SAG	Pelagibacteraceae	Pantolocipelagibacter	Ia.4.N2	COG only	325	350	2
SAG	Pelagibacteraceae	Pantolocipelagibacter	Ia.4.N2	COG only	350	375	10
SAG	Pelagibacteraceae	Pantolocipelagibacter	Ia.4.N2	COG only	375	400	11
SAG	Pelagibacteraceae	Pantolocipelagibacter	Ia.4.N2	COG only	400	425	7
SAG	Pelagibacteraceae	Pantolocipelagibacter	Ia.4.N2	COG only	425	450	1
SAG	Pelagibacteraceae	Pantolocipelagibacter	Ia.4.N2	COG only	475	500	4
SAG	Pelagibacteraceae	Pantolocipelagibacter	Ia.4.N2	COG only	500	525	1
SAG	Pelagibacteraceae	Pantolocipelagibacter	Ia.4.N2	COG only	525	550	2
SAG	Pelagibacteraceae	Pantolocipelagibacter	Ia.4.N2	COG only	550	575	3
SAG	Pelagibacteraceae	Pantolocipelagibacter	Ia.4.N2	COG only	575	600	3
SAG	Pelagibacteraceae	Pantolocipelagibacter	Ia.4.N2	COG only	700	725	5
SAG	Pelagibacteraceae	Pantolocipelagibacter	Ia.4.N2	COG only	800	825	1
SAG	Pelagibacteraceae	Pantolocipelagibacter	Ia.4.N2	COG only	950	975	1
SAG	Pelagibacteraceae	Pantolocipelagibacter	Ia.4.N2	COG only	1475	1500	1
SAG	Pelagibacteraceae	Pantolocipelagibacter	Ia.4.N2	COG only	1575	1600	1
SAG	Pelagibacteraceae	Pantolocipelagibacter	Ia.4.N2	KO + Pfam	50	75	5
SAG	Pelagibacteraceae	Pantolocipelagibacter	Ia.4.N2	KO + Pfam	75	100	6
SAG	Pelagibacteraceae	Pantolocipelagibacter	Ia.4.N2	KO + Pfam	125	150	4
SAG	Pelagibacteraceae	Pantolocipelagibacter	Ia.4.N2	KO + Pfam	150	175	21
SAG	Pelagibacteraceae	Pantolocipelagibacter	Ia.4.N2	KO + Pfam	225	250	7
SAG	Pelagibacteraceae	Pantolocipelagibacter	Ia.4.N2	KO + Pfam	250	275	7
SAG	Pelagibacteraceae	Pantolocipelagibacter	Ia.4.N2	KO + Pfam	300	325	10
SAG	Pelagibacteraceae	Pantolocipelagibacter	Ia.4.N2	KO + Pfam	425	450	5
SAG	Pelagibacteraceae	Pantolocipelagibacter	Ia.4.N2	KO + Pfam	525	550	1
SAG	Pelagibacteraceae	Pantolocipelagibacter	Ia.4.N2	KO only	75	100	6
SAG	Pelagibacteraceae	Pantolocipelagibacter	Ia.4.N2	KO only	150	175	3
SAG	Pelagibacteraceae	Pantolocipelagibacter	Ia.4.N2	KO only	400	425	5
SAG	Pelagibacteraceae	Pantolocipelagibacter	Ia.4.N2	No annotation	25	50	68
SAG	Pelagibacteraceae	Pantolocipelagibacter	Ia.4.N2	No annotation	50	75	119
SAG	Pelagibacteraceae	Pantolocipelagibacter	Ia.4.N2	No annotation	75	100	70
SAG	Pelagibacteraceae	Pantolocipelagibacter	Ia.4.N2	No annotation	100	125	44
SAG	Pelagibacteraceae	Pantolocipelagibacter	Ia.4.N2	No annotation	125	150	51
SAG	Pelagibacteraceae	Pantolocipelagibacter	Ia.4.N2	No annotation	150	175	44
SAG	Pelagibacteraceae	Pantolocipelagibacter	Ia.4.N2	No annotation	175	200	21
SAG	Pelagibacteraceae	Pantolocipelagibacter	Ia.4.N2	No annotation	200	225	32
SAG	Pelagibacteraceae	Pantolocipelagibacter	Ia.4.N2	No annotation	225	250	21
SAG	Pelagibacteraceae	Pantolocipelagibacter	Ia.4.N2	No annotation	250	275	22
SAG	Pelagibacteraceae	Pantolocipelagibacter	Ia.4.N2	No annotation	275	300	4
SAG	Pelagibacteraceae	Pantolocipelagibacter	Ia.4.N2	No annotation	300	325	10
SAG	Pelagibacteraceae	Pantolocipelagibacter	Ia.4.N2	No annotation	325	350	3
SAG	Pelagibacteraceae	Pantolocipelagibacter	Ia.4.N2	No annotation	350	375	10
SAG	Pelagibacteraceae	Pantolocipelagibacter	Ia.4.N2	No annotation	375	400	5
SAG	Pelagibacteraceae	Pantolocipelagibacter	Ia.4.N2	No annotation	400	425	1
SAG	Pelagibacteraceae	Pantolocipelagibacter	Ia.4.N2	No annotation	425	450	2
SAG	Pelagibacteraceae	Pantolocipelagibacter	Ia.4.N2	No annotation	475	500	4
SAG	Pelagibacteraceae	Pantolocipelagibacter	Ia.4.N2	No annotation	500	525	2
SAG	Pelagibacteraceae	Pantolocipelagibacter	Ia.4.N2	No annotation	525	550	4
SAG	Pelagibacteraceae	Pantolocipelagibacter	Ia.4.N2	No annotation	550	575	11
SAG	Pelagibacteraceae	Pantolocipelagibacter	Ia.4.N2	No annotation	575	600	7
SAG	Pelagibacteraceae	Pantolocipelagibacter	Ia.4.N2	No annotation	675	700	1
SAG	Pelagibacteraceae	Pantolocipelagibacter	Ia.4.N2	No annotation	775	800	1
SAG	Pelagibacteraceae	Pantolocipelagibacter	Ia.4.N2	No annotation	1075	1100	1
SAG	Pelagibacteraceae	Pantolocipelagibacter	Ia.4.N2	Pfam only	25	50	8
SAG	Pelagibacteraceae	Pantolocipelagibacter	Ia.4.N2	Pfam only	50	75	23
SAG	Pelagibacteraceae	Pantolocipelagibacter	Ia.4.N2	Pfam only	75	100	19
SAG	Pelagibacteraceae	Pantolocipelagibacter	Ia.4.N2	Pfam only	100	125	17
SAG	Pelagibacteraceae	Pantolocipelagibacter	Ia.4.N2	Pfam only	125	150	30
SAG	Pelagibacteraceae	Pantolocipelagibacter	Ia.4.N2	Pfam only	150	175	14
SAG	Pelagibacteraceae	Pantolocipelagibacter	Ia.4.N2	Pfam only	175	200	28
SAG	Pelagibacteraceae	Pantolocipelagibacter	Ia.4.N2	Pfam only	200	225	15
SAG	Pelagibacteraceae	Pantolocipelagibacter	Ia.4.N2	Pfam only	225	250	17
SAG	Pelagibacteraceae	Pantolocipelagibacter	Ia.4.N2	Pfam only	250	275	7
SAG	Pelagibacteraceae	Pantolocipelagibacter	Ia.4.N2	Pfam only	275	300	14
SAG	Pelagibacteraceae	Pantolocipelagibacter	Ia.4.N2	Pfam only	300	325	4
SAG	Pelagibacteraceae	Pantolocipelagibacter	Ia.4.N2	Pfam only	325	350	3
SAG	Pelagibacteraceae	Pantolocipelagibacter	Ia.4.N2	Pfam only	375	400	2
SAG	Pelagibacteraceae	Pantolocipelagibacter	Ia.4.N2	Pfam only	450	475	6
SAG	Pelagibacteraceae	Parvipelagibacter	Ib.2.N7	COG + KO	75	100	6
SAG	Pelagibacteraceae	Parvipelagibacter	Ib.2.N7	COG + KO	150	175	5
SAG	Pelagibacteraceae	Parvipelagibacter	Ib.2.N7	COG + KO	200	225	2
SAG	Pelagibacteraceae	Parvipelagibacter	Ib.2.N7	COG + KO	275	300	4
SAG	Pelagibacteraceae	Parvipelagibacter	Ib.2.N7	COG + KO	300	325	4
SAG	Pelagibacteraceae	Parvipelagibacter	Ib.2.N7	COG + KO	325	350	4
SAG	Pelagibacteraceae	Parvipelagibacter	Ib.2.N7	COG + KO	350	375	5
SAG	Pelagibacteraceae	Parvipelagibacter	Ib.2.N7	COG + KO	450	475	2
SAG	Pelagibacteraceae	Parvipelagibacter	Ib.2.N7	COG + KO	700	725	4
SAG	Pelagibacteraceae	Parvipelagibacter	Ib.2.N7	COG + KO	775	800	4
SAG	Pelagibacteraceae	Parvipelagibacter	Ib.2.N7	COG + KO	800	825	1
SAG	Pelagibacteraceae	Parvipelagibacter	Ib.2.N7	COG + KO + Pfam	25	50	9
SAG	Pelagibacteraceae	Parvipelagibacter	Ib.2.N7	COG + KO + Pfam	50	75	44
SAG	Pelagibacteraceae	Parvipelagibacter	Ib.2.N7	COG + KO + Pfam	75	100	103
SAG	Pelagibacteraceae	Parvipelagibacter	Ib.2.N7	COG + KO + Pfam	100	125	138
SAG	Pelagibacteraceae	Parvipelagibacter	Ib.2.N7	COG + KO + Pfam	125	150	173
SAG	Pelagibacteraceae	Parvipelagibacter	Ib.2.N7	COG + KO + Pfam	150	175	202
SAG	Pelagibacteraceae	Parvipelagibacter	Ib.2.N7	COG + KO + Pfam	175	200	216
SAG	Pelagibacteraceae	Parvipelagibacter	Ib.2.N7	COG + KO + Pfam	200	225	181
SAG	Pelagibacteraceae	Parvipelagibacter	Ib.2.N7	COG + KO + Pfam	225	250	198
SAG	Pelagibacteraceae	Parvipelagibacter	Ib.2.N7	COG + KO + Pfam	250	275	223
SAG	Pelagibacteraceae	Parvipelagibacter	Ib.2.N7	COG + KO + Pfam	275	300	239
SAG	Pelagibacteraceae	Parvipelagibacter	Ib.2.N7	COG + KO + Pfam	300	325	239
SAG	Pelagibacteraceae	Parvipelagibacter	Ib.2.N7	COG + KO + Pfam	325	350	265
SAG	Pelagibacteraceae	Parvipelagibacter	Ib.2.N7	COG + KO + Pfam	350	375	217
SAG	Pelagibacteraceae	Parvipelagibacter	Ib.2.N7	COG + KO + Pfam	375	400	159
SAG	Pelagibacteraceae	Parvipelagibacter	Ib.2.N7	COG + KO + Pfam	400	425	97
SAG	Pelagibacteraceae	Parvipelagibacter	Ib.2.N7	COG + KO + Pfam	425	450	176
SAG	Pelagibacteraceae	Parvipelagibacter	Ib.2.N7	COG + KO + Pfam	450	475	138
SAG	Pelagibacteraceae	Parvipelagibacter	Ib.2.N7	COG + KO + Pfam	475	500	106
SAG	Pelagibacteraceae	Parvipelagibacter	Ib.2.N7	COG + KO + Pfam	500	525	67
SAG	Pelagibacteraceae	Parvipelagibacter	Ib.2.N7	COG + KO + Pfam	525	550	36
SAG	Pelagibacteraceae	Parvipelagibacter	Ib.2.N7	COG + KO + Pfam	550	575	32
SAG	Pelagibacteraceae	Parvipelagibacter	Ib.2.N7	COG + KO + Pfam	575	600	56
SAG	Pelagibacteraceae	Parvipelagibacter	Ib.2.N7	COG + KO + Pfam	600	625	49
SAG	Pelagibacteraceae	Parvipelagibacter	Ib.2.N7	COG + KO + Pfam	625	650	43
SAG	Pelagibacteraceae	Parvipelagibacter	Ib.2.N7	COG + KO + Pfam	650	675	27
SAG	Pelagibacteraceae	Parvipelagibacter	Ib.2.N7	COG + KO + Pfam	675	700	31
SAG	Pelagibacteraceae	Parvipelagibacter	Ib.2.N7	COG + KO + Pfam	700	725	26
SAG	Pelagibacteraceae	Parvipelagibacter	Ib.2.N7	COG + KO + Pfam	725	750	21
SAG	Pelagibacteraceae	Parvipelagibacter	Ib.2.N7	COG + KO + Pfam	750	775	6
SAG	Pelagibacteraceae	Parvipelagibacter	Ib.2.N7	COG + KO + Pfam	775	800	18
SAG	Pelagibacteraceae	Parvipelagibacter	Ib.2.N7	COG + KO + Pfam	800	825	12
SAG	Pelagibacteraceae	Parvipelagibacter	Ib.2.N7	COG + KO + Pfam	825	850	14
SAG	Pelagibacteraceae	Parvipelagibacter	Ib.2.N7	COG + KO + Pfam	850	875	14
SAG	Pelagibacteraceae	Parvipelagibacter	Ib.2.N7	COG + KO + Pfam	875	900	22
SAG	Pelagibacteraceae	Parvipelagibacter	Ib.2.N7	COG + KO + Pfam	900	925	8
SAG	Pelagibacteraceae	Parvipelagibacter	Ib.2.N7	COG + KO + Pfam	925	950	3
SAG	Pelagibacteraceae	Parvipelagibacter	Ib.2.N7	COG + KO + Pfam	950	975	8
SAG	Pelagibacteraceae	Parvipelagibacter	Ib.2.N7	COG + KO + Pfam	975	1000	4
SAG	Pelagibacteraceae	Parvipelagibacter	Ib.2.N7	COG + KO + Pfam	1000	1025	11
SAG	Pelagibacteraceae	Parvipelagibacter	Ib.2.N7	COG + KO + Pfam	1025	1050	1
SAG	Pelagibacteraceae	Parvipelagibacter	Ib.2.N7	COG + KO + Pfam	1050	1075	5
SAG	Pelagibacteraceae	Parvipelagibacter	Ib.2.N7	COG + KO + Pfam	1125	1150	7
SAG	Pelagibacteraceae	Parvipelagibacter	Ib.2.N7	COG + KO + Pfam	1350	1375	4
SAG	Pelagibacteraceae	Parvipelagibacter	Ib.2.N7	COG + KO + Pfam	1375	1400	4
SAG	Pelagibacteraceae	Parvipelagibacter	Ib.2.N7	COG + KO + Pfam	1475	1500	5
SAG	Pelagibacteraceae	Parvipelagibacter	Ib.2.N7	COG + Pfam	25	50	3
SAG	Pelagibacteraceae	Parvipelagibacter	Ib.2.N7	COG + Pfam	50	75	6
SAG	Pelagibacteraceae	Parvipelagibacter	Ib.2.N7	COG + Pfam	75	100	62
SAG	Pelagibacteraceae	Parvipelagibacter	Ib.2.N7	COG + Pfam	100	125	82
SAG	Pelagibacteraceae	Parvipelagibacter	Ib.2.N7	COG + Pfam	125	150	120
SAG	Pelagibacteraceae	Parvipelagibacter	Ib.2.N7	COG + Pfam	150	175	96
SAG	Pelagibacteraceae	Parvipelagibacter	Ib.2.N7	COG + Pfam	175	200	118
SAG	Pelagibacteraceae	Parvipelagibacter	Ib.2.N7	COG + Pfam	200	225	79
SAG	Pelagibacteraceae	Parvipelagibacter	Ib.2.N7	COG + Pfam	225	250	131
SAG	Pelagibacteraceae	Parvipelagibacter	Ib.2.N7	COG + Pfam	250	275	137
SAG	Pelagibacteraceae	Parvipelagibacter	Ib.2.N7	COG + Pfam	275	300	115
SAG	Pelagibacteraceae	Parvipelagibacter	Ib.2.N7	COG + Pfam	300	325	138
SAG	Pelagibacteraceae	Parvipelagibacter	Ib.2.N7	COG + Pfam	325	350	131
SAG	Pelagibacteraceae	Parvipelagibacter	Ib.2.N7	COG + Pfam	350	375	86
SAG	Pelagibacteraceae	Parvipelagibacter	Ib.2.N7	COG + Pfam	375	400	127
SAG	Pelagibacteraceae	Parvipelagibacter	Ib.2.N7	COG + Pfam	400	425	79
SAG	Pelagibacteraceae	Parvipelagibacter	Ib.2.N7	COG + Pfam	425	450	45
SAG	Pelagibacteraceae	Parvipelagibacter	Ib.2.N7	COG + Pfam	450	475	20
SAG	Pelagibacteraceae	Parvipelagibacter	Ib.2.N7	COG + Pfam	475	500	29
SAG	Pelagibacteraceae	Parvipelagibacter	Ib.2.N7	COG + Pfam	500	525	12
SAG	Pelagibacteraceae	Parvipelagibacter	Ib.2.N7	COG + Pfam	525	550	23
SAG	Pelagibacteraceae	Parvipelagibacter	Ib.2.N7	COG + Pfam	550	575	9
SAG	Pelagibacteraceae	Parvipelagibacter	Ib.2.N7	COG + Pfam	575	600	17
SAG	Pelagibacteraceae	Parvipelagibacter	Ib.2.N7	COG + Pfam	600	625	6
SAG	Pelagibacteraceae	Parvipelagibacter	Ib.2.N7	COG + Pfam	650	675	6
SAG	Pelagibacteraceae	Parvipelagibacter	Ib.2.N7	COG + Pfam	675	700	11
SAG	Pelagibacteraceae	Parvipelagibacter	Ib.2.N7	COG + Pfam	700	725	2
SAG	Pelagibacteraceae	Parvipelagibacter	Ib.2.N7	COG + Pfam	800	825	6
SAG	Pelagibacteraceae	Parvipelagibacter	Ib.2.N7	COG + Pfam	825	850	5
SAG	Pelagibacteraceae	Parvipelagibacter	Ib.2.N7	COG + Pfam	850	875	1
SAG	Pelagibacteraceae	Parvipelagibacter	Ib.2.N7	COG + Pfam	900	925	1
SAG	Pelagibacteraceae	Parvipelagibacter	Ib.2.N7	COG + Pfam	975	1000	1
SAG	Pelagibacteraceae	Parvipelagibacter	Ib.2.N7	COG + Pfam	1025	1050	5
SAG	Pelagibacteraceae	Parvipelagibacter	Ib.2.N7	COG + Pfam	2000	NA	3
SAG	Pelagibacteraceae	Parvipelagibacter	Ib.2.N7	COG only	25	50	3
SAG	Pelagibacteraceae	Parvipelagibacter	Ib.2.N7	COG only	50	75	7
SAG	Pelagibacteraceae	Parvipelagibacter	Ib.2.N7	COG only	75	100	7
SAG	Pelagibacteraceae	Parvipelagibacter	Ib.2.N7	COG only	100	125	19
SAG	Pelagibacteraceae	Parvipelagibacter	Ib.2.N7	COG only	125	150	7
SAG	Pelagibacteraceae	Parvipelagibacter	Ib.2.N7	COG only	150	175	12
SAG	Pelagibacteraceae	Parvipelagibacter	Ib.2.N7	COG only	175	200	3
SAG	Pelagibacteraceae	Parvipelagibacter	Ib.2.N7	COG only	200	225	10
