OG_ID	ko_best	ko_best_definition	ko_support	n_genes	ko_rate
OG0000139	K02274	cytochrome c oxidase subunit I [EC:7.1.1.9]	426	533	0.799249530956848
OG0000140	K00641	homoserine O-acetyltransferase/O-succinyltransferase [EC:2.3.1.31 2.3.1.46]	529	532	0.9943609022556391
OG0000141	K00571	site-specific DNA-methyltransferase (adenine-specific) [EC:2.1.1.72]	103	531	0.19397363465160075
OG0000141	K07316	adenine-specific DNA-methyltransferase [EC:2.1.1.72]	10	531	0.018832391713747645
OG0000141	K07319	adenine-specific DNA-methyltransferase [EC:2.1.1.72]	2	531	0.003766478342749529
OG0000141	K13581	modification methylase [EC:2.1.1.72]	398	531	0.7495291902071564
OG0000143	K01995	branched-chain amino acid transport system ATP-binding protein	502	530	0.9471698113207547
OG0000143	K06861	lipopolysaccharide export system ATP-binding protein [EC:7.5.2.5]	6	530	0.011320754716981131
OG0000143	K11962	urea transport system ATP-binding protein	3	530	0.005660377358490566
OG0000144	K00641	homoserine O-acetyltransferase/O-succinyltransferase [EC:2.3.1.31 2.3.1.46]	1	530	0.0018867924528301887
OG0000144	K00817	histidinol-phosphate aminotransferase [EC:2.6.1.9]	448	530	0.8452830188679246
OG0000145	K00014	shikimate dehydrogenase [EC:1.1.1.25]	347	530	0.6547169811320754
OG0000146	K00942	guanylate kinase [EC:2.7.4.8]	481	530	0.9075471698113208
OG0000146	K05774	ribose 1,5-bisphosphokinase [EC:2.7.4.23]	47	530	0.08867924528301886
OG0000147	K07101	uncharacterized protein	227	530	0.42830188679245285
OG0000149	K00995	CDP-diacylglycerol---glycerol-3-phosphate 3-phosphatidyltransferase [EC:2.7.8.5]	400	528	0.7575757575757576
OG0000149	K08744	cardiolipin synthase (CMP-forming) [EC:2.7.8.41]	79	528	0.14962121212121213
OG0000150	K03640	peptidoglycan-associated lipoprotein	526	528	0.9962121212121212
OG0000151	K01647	citrate synthase [EC:2.3.3.1]	186	527	0.35294117647058826
OG0000151	K01659	2-methylcitrate synthase [EC:2.3.3.5]	6	527	0.011385199240986717
OG0000152	K01491	methylenetetrahydrofolate dehydrogenase (NADP+) / methenyltetrahydrofolate cyclohydrolase [EC:1.5.1.5 3.5.4.9]	518	527	0.9829222011385199
OG0000154	K06168	tRNA-2-methylthio-N6-dimethylallyladenosine synthase [EC:2.8.4.3]	488	526	0.9277566539923955
OG0000154	K18707	threonylcarbamoyladenosine tRNA methylthiotransferase MtaB [EC:2.8.4.5]	25	526	0.04752851711026616
OG0000155	K01091	phosphoglycolate phosphatase [EC:3.1.3.18]	494	525	0.940952380952381
OG0000155	K03273	D-glycero-D-manno-heptose 1,7-bisphosphate phosphatase [EC:3.1.3.82 3.1.3.83]	2	525	0.0038095238095238095
OG0000157	K01462	peptide deformylase [EC:3.5.1.88]	525	525	1
OG0000159	K02160	acetyl-CoA carboxylase biotin carboxyl carrier protein	512	524	0.9770992366412213
OG0000160	K03168	DNA topoisomerase I [EC:5.6.2.1]	503	524	0.9599236641221374
OG0000161	K08738	cytochrome c	522	524	0.9961832061068703
OG0000162	K03070	preprotein translocase subunit SecA [EC:7.4.2.8]	498	524	0.950381679389313
OG0000163	K02342	DNA polymerase III subunit epsilon [EC:2.7.7.7]	515	524	0.982824427480916
OG0000164	K06173	tRNA pseudouridine38-40 synthase [EC:5.4.99.12]	206	524	0.3931297709923664
OG0000166	K01908	propionyl-CoA synthetase [EC:6.2.1.17]	477	523	0.9120458891013384
OG0000167	K03639	GTP 3',8-cyclase [EC:4.1.99.22]	211	523	0.40344168260038243
OG0000168	K02276	cytochrome c oxidase subunit III [EC:7.1.1.9]	519	523	0.9923518164435946
OG0000169	K03671	thioredoxin 1	180	523	0.3441682600382409
OG0000171	K06187	recombination protein RecR	522	523	0.9980879541108987
OG0000172	K02500	imidazole glycerol-phosphate synthase subunit HisF [EC:4.3.2.10]	513	522	0.9827586206896551
OG0000173	K14393	cation/acetate symporter	488	522	0.9348659003831418
OG0000175	K01439	succinyl-diaminopimelate desuccinylase [EC:3.5.1.18]	448	522	0.8582375478927203
OG0000176	K01955	carbamoyl-phosphate synthase large subunit [EC:6.3.5.5]	486	522	0.9310344827586207
OG0000177	K09747	nucleoid-associated protein EbfC	522	522	1
OG0000178	K03688	ubiquinone biosynthesis protein	505	522	0.9674329501915708
OG0000180	K00674	2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-succinyltransferase [EC:2.3.1.117]	522	522	1
OG0000181	K11754	dihydrofolate synthase / folylpolyglutamate synthase [EC:6.3.2.12 6.3.2.17]	12	521	0.023032629558541268
OG0000183	K01141	exodeoxyribonuclease I [EC:3.1.11.1]	5	521	0.009596928982725527
OG0000184	K10773	endonuclease III [EC:3.2.2.- 4.2.99.18]	517	521	0.9923224568138196
OG0000185	K01895	acetyl-CoA synthetase [EC:6.2.1.1]	512	520	0.9846153846153847
OG0000186	K14446	crotonyl-CoA carboxylase/reductase [EC:1.3.1.85]	22	520	0.04230769230769231
OG0000186	K19745	acrylyl-CoA reductase (NADPH) [EC:1.3.1.-]	465	520	0.8942307692307693
OG0000187	K00930	acetylglutamate kinase [EC:2.7.2.8]	513	520	0.9865384615384616
OG0000188	K25706	tRNA N6-adenosine threonylcarbamoyltransferase [EC:2.3.1.234]	503	520	0.9673076923076923
OG0000189	K01876	aspartyl-tRNA synthetase [EC:6.1.1.12]	509	520	0.9788461538461538
OG0000190	K04077	chaperonin GroEL [EC:5.6.1.7]	519	520	0.9980769230769231
OG0000192	K06999	phospholipase/carboxylesterase	514	520	0.9884615384615385
OG0000193	K09883	cobaltochelatase CobT [EC:6.6.1.2]	520	520	1
OG0000194	K01956	carbamoyl-phosphate synthase small subunit [EC:6.3.5.5]	502	519	0.9672447013487476
OG0000195	K01972	DNA ligase (NAD+) [EC:6.5.1.2]	513	519	0.9884393063583815
OG0000196	K01695	tryptophan synthase alpha chain [EC:4.2.1.20]	512	519	0.9865125240847784
OG0000197	K09769	2',3'-cyclic-nucleotide 2'-phosphodiesterase [EC:3.1.4.16]	515	519	0.9922928709055877
OG0000198	K03561	biopolymer transport protein ExbB	1	519	0.0019267822736030828
OG0000198	K03562	biopolymer transport protein TolQ	516	519	0.9942196531791907
OG0000199	K03657	ATP-dependent DNA helicase UvrD/PcrA [EC:5.6.2.4]	494	518	0.9536679536679536
OG0000200	K06134	3-demethoxyubiquinol 3-hydroxylase [EC:1.14.99.60]	516	518	0.9961389961389961
OG0000201	K01940	argininosuccinate synthase [EC:6.3.4.5]	516	518	0.9961389961389961
OG0000202	K00411	ubiquinol-cytochrome c reductase iron-sulfur subunit [EC:7.1.1.8]	517	517	1
OG0000203	K00266	glutamate synthase (NADPH) small chain [EC:1.4.1.13]	502	517	0.9709864603481625
OG0000204	K01696	tryptophan synthase beta chain [EC:4.2.1.20]	4	517	0.007736943907156673
OG0000205	K03641	TolB protein	516	517	0.9980657640232108
OG0000206	K03495	tRNA uridine 5-carboxymethylaminomethyl modification enzyme	508	517	0.9825918762088974
OG0000207	K03217	YidC/Oxa1 family membrane protein insertase	510	517	0.9864603481624759
OG0000208	K01247	DNA-3-methyladenine glycosylase II [EC:3.2.2.21]	516	517	0.9980657640232108
OG0000209	K01262	Xaa-Pro aminopeptidase [EC:3.4.11.9]	499	517	0.965183752417795
OG0000210	K01494	dCTP deaminase [EC:3.5.4.13]	516	517	0.9980657640232108
OG0000211	K00611	ornithine carbamoyltransferase [EC:2.1.3.3]	58	517	0.11218568665377177
OG0000212	K04518	prephenate dehydratase [EC:4.2.1.51]	507	517	0.9806576402321083
OG0000213	K01939	adenylosuccinate synthase [EC:6.3.4.4]	517	517	1
OG0000214	K01523	phosphoribosyl-ATP pyrophosphohydrolase [EC:3.6.1.31]	19	517	0.0367504835589942
OG0000215	K01889	phenylalanyl-tRNA synthetase alpha chain [EC:6.1.1.20]	516	517	0.9980657640232108
OG0000216	K01870	isoleucyl-tRNA synthetase [EC:6.1.1.5]	501	516	0.9709302325581395
OG0000217	K02372	3-hydroxyacyl-[acyl-carrier-protein] dehydratase [EC:4.2.1.59]	510	516	0.9883720930232558
OG0000218	K01627	2-dehydro-3-deoxyphosphooctonate aldolase (KDO 8-P synthase) [EC:2.5.1.55]	502	516	0.9728682170542635
OG0000220	K00215	4-hydroxy-tetrahydrodipicolinate reductase [EC:1.17.1.8]	510	516	0.9883720930232558
OG0000221	K03559	biopolymer transport protein ExbD	3	516	0.005813953488372093
OG0000221	K03560	biopolymer transport protein TolR	511	516	0.9903100775193798
OG0000222	K02503	histidine triad (HIT) family protein	516	516	1
OG0000223	K02338	DNA polymerase III subunit beta [EC:2.7.7.7]	516	516	1
OG0000224	K00655	1-acyl-sn-glycerol-3-phosphate acyltransferase [EC:2.3.1.51]	401	516	0.7771317829457365
OG0000225	K03611	protein dithiol:quinone oxidoreductase [EC:1.8.5.9]	505	516	0.9786821705426356
OG0000226	K01749	hydroxymethylbilane synthase [EC:2.5.1.61]	510	516	0.9883720930232558
OG0000227	K01586	diaminopimelate decarboxylase [EC:4.1.1.20]	497	515	0.9650485436893204
OG0000228	K00412	ubiquinol-cytochrome c reductase cytochrome b subunit	513	515	0.996116504854369
OG0000229	K05539	tRNA-dihydrouridine synthase A [EC:1.-.-.-]	506	515	0.9825242718446602
OG0000230	K03797	carboxyl-terminal processing protease [EC:3.4.21.102]	511	515	0.9922330097087378
OG0000231	K04078	chaperonin GroES	515	515	1
OG0000232	K00027	malate dehydrogenase (oxaloacetate-decarboxylating) [EC:1.1.1.38]	1	515	0.001941747572815534
OG0000232	K00029	malate dehydrogenase (oxaloacetate-decarboxylating)(NADP+) [EC:1.1.1.40]	473	515	0.9184466019417475
OG0000233	K01890	phenylalanyl-tRNA synthetase beta chain [EC:6.1.1.20]	513	515	0.996116504854369
OG0000234	K15011	two-component system, sensor histidine kinase RegB [EC:2.7.13.3]	510	515	0.9902912621359223
OG0000235	K01915	glutamine synthetase [EC:6.3.1.2]	508	514	0.9883268482490273
OG0000236	K04643	sensory rhodopsin	502	514	0.9766536964980544
OG0000237	K00208	enoyl-[acyl-carrier protein] reductase I [EC:1.3.1.9 1.3.1.10]	513	514	0.9980544747081712
OG0000238	K01464	dihydropyrimidinase [EC:3.5.2.2]	2	514	0.0038910505836575876
OG0000238	K01465	dihydroorotase [EC:3.5.2.3]	495	514	0.9630350194552529
OG0000239	K01963	acetyl-CoA carboxylase carboxyl transferase subunit beta [EC:6.4.1.2 2.1.3.15]	451	514	0.877431906614786
OG0000240	K07090	uncharacterized protein	513	514	0.9980544747081712
OG0000241	K02334	DNA polymerase bacteriophage-type [EC:2.7.7.7]	1	514	0.0019455252918287938
OG0000241	K02335	DNA polymerase I [EC:2.7.7.7]	491	514	0.9552529182879378
OG0000242	K00147	glutamate-5-semialdehyde dehydrogenase [EC:1.2.1.41]	42	514	0.08171206225680934
OG0000242	K02113	F-type H+-transporting ATPase subunit delta	1	514	0.0019455252918287938
OG0000243	K03431	phosphoglucosamine mutase [EC:5.4.2.10]	500	514	0.9727626459143969
OG0000244	K13038	phosphopantothenoylcysteine decarboxylase / phosphopantothenate---cysteine ligase [EC:4.1.1.36 6.3.2.5]	510	514	0.9922178988326849
OG0000245	K01868	threonyl-tRNA synthetase [EC:6.1.1.3]	511	514	0.9941634241245136
OG0000246	K00315	dimethylglycine dehydrogenase [EC:1.5.8.4]	492	513	0.9590643274853801
OG0000247	K06942	ribosome-binding ATPase	95	513	0.18518518518518517
OG0000248	K03793	pteridine reductase [EC:1.5.1.33]	4	513	0.007797270955165692
OG0000249	K03110	fused signal recognition particle receptor	509	513	0.9922027290448343
OG0000250	K12976	lipid A 3-O-deacylase [EC:3.1.1.-]	503	513	0.9805068226120858
OG0000251	K00413	ubiquinol-cytochrome c reductase cytochrome c1 subunit	512	513	0.9980506822612085
OG0000252	K02343	DNA polymerase III subunit gamma/tau [EC:2.7.7.7]	500	513	0.9746588693957114
OG0000254	K16052	MscS family membrane protein	502	513	0.9785575048732943
OG0000255	K00799	glutathione S-transferase [EC:2.5.1.18]	199	513	0.38791423001949316
OG0000255	K11209	GSH-dependent disulfide-bond oxidoreductase [EC:1.8.4.-]	310	513	0.6042884990253411
OG0000256	K03465	thymidylate synthase (FAD) [EC:2.1.1.148]	507	513	0.9883040935672515
OG0000257	K01693	imidazoleglycerol-phosphate dehydratase [EC:4.2.1.19]	512	513	0.9980506822612085
OG0000258	K00962	polyribonucleotide nucleotidyltransferase [EC:2.7.7.8]	511	513	0.9961013645224172
OG0000259	K02313	chromosomal replication initiator protein	511	513	0.9961013645224172
OG0000260	K00163	pyruvate dehydrogenase E1 component [EC:1.2.4.1]	510	513	0.9941520467836257
OG0000261	K00616	transaldolase [EC:2.2.1.2]	42	512	0.08203125
OG0000262	K01681	aconitate hydratase [EC:4.2.1.3]	461	512	0.900390625
OG0000263	K03655	ATP-dependent DNA helicase RecG [EC:5.6.2.4]	472	512	0.921875
OG0000263	K03723	transcription-repair coupling factor (superfamily II helicase) [EC:5.6.2.4]	20	512	0.0390625
OG0000265	K01924	UDP-N-acetylmuramate--alanine ligase [EC:6.3.2.8]	496	512	0.96875
OG0000266	K03469	ribonuclease HI [EC:3.1.26.4]	512	512	1
OG0000268	K04566	lysyl-tRNA synthetase, class I [EC:6.1.1.6]	505	512	0.986328125
OG0000269	K03786	3-dehydroquinate dehydratase II [EC:4.2.1.10]	505	512	0.986328125
OG0000270	K04065	hyperosmotically inducible periplasmic protein	488	512	0.953125
OG0000272	K02520	translation initiation factor IF-3	511	512	0.998046875
OG0000273	K02195	heme exporter protein C	511	512	0.998046875
OG0000274	K00978	glucose-1-phosphate cytidylyltransferase [EC:2.7.7.33]	200	511	0.3913894324853229
OG0000274	K03273	D-glycero-D-manno-heptose 1,7-bisphosphate phosphatase [EC:3.1.3.82 3.1.3.83]	39	511	0.07632093933463796
OG0000274	K15669	D-glycero-alpha-D-manno-heptose 1-phosphate guanylyltransferase [EC:2.7.7.71]	2	511	0.003913894324853229
OG0000274	K21210	NDP-mannose synthase	1	511	0.0019569471624266144
OG0000275	K03686	molecular chaperone DnaJ	511	511	1
OG0000276	K01251	adenosylhomocysteinase [EC:3.13.2.1]	503	511	0.9843444227005871
OG0000277	K02114	F-type H+-transporting ATPase subunit epsilon	303	511	0.5929549902152642
OG0000278	K02112	F-type H+/Na+-transporting ATPase subunit beta [EC:7.1.2.2 7.2.2.1]	362	511	0.7084148727984344
OG0000278	K02133	F-type H+-transporting ATPase subunit beta [EC:7.1.2.2]	148	511	0.2896281800391389
OG0000279	K01736	chorismate synthase [EC:4.2.3.5]	506	511	0.9902152641878669
OG0000280	K06890	uncharacterized protein	510	511	0.9980430528375733
OG0000281	K03060	DNA-directed RNA polymerase subunit omega [EC:2.7.7.6]	510	511	0.9980430528375733
OG0000282	K02902	large subunit ribosomal protein L28	511	511	1
OG0000283	K00254	dihydroorotate dehydrogenase [EC:1.3.5.2]	502	511	0.9823874755381604
OG0000284	K00525	ribonucleoside-diphosphate reductase alpha chain [EC:1.17.4.1]	22	511	0.043052837573385516
OG0000285	K03154	sulfur carrier protein	1	511	0.0019569471624266144
OG0000285	K08300	ribonuclease E [EC:3.1.26.12]	36	511	0.07045009784735812
OG0000286	K01733	threonine synthase [EC:4.2.3.1]	501	511	0.9804305283757339
OG0000287	K01962	acetyl-CoA carboxylase carboxyl transferase subunit alpha [EC:6.4.1.2 2.1.3.15]	505	511	0.9882583170254403
OG0000289	K06180	23S rRNA pseudouridine1911/1915/1917 synthase [EC:5.4.99.23]	502	511	0.9823874755381604
OG0000292	K01716	3-hydroxyacyl-[acyl-carrier protein] dehydratase / trans-2-decenoyl-[acyl-carrier protein] isomerase [EC:4.2.1.59 5.3.3.14]	505	511	0.9882583170254403
OG0000293	K02916	large subunit ribosomal protein L35	510	511	0.9980430528375733
OG0000294	K03596	GTP-binding protein LepA	498	511	0.974559686888454
OG0000295	K03106	signal recognition particle subunit SRP54 [EC:3.6.5.4]	506	511	0.9902152641878669
OG0000296	K03496	chromosome partitioning protein	498	510	0.9764705882352941
OG0000297	K01011	thiosulfate/3-mercaptopyruvate sulfurtransferase [EC:2.8.1.1 2.8.1.2]	499	510	0.9784313725490196
OG0000298	K00931	glutamate 5-kinase [EC:2.7.2.11]	1	510	0.00196078431372549
OG0000298	K02115	F-type H+-transporting ATPase subunit gamma	501	510	0.9823529411764705
OG0000300	K02535	UDP-3-O-[3-hydroxymyristoyl] N-acetylglucosamine deacetylase [EC:3.5.1.108]	502	510	0.984313725490196
OG0000301	K00384	thioredoxin reductase (NADPH) [EC:1.8.1.9]	507	510	0.9941176470588236
OG0000302	K21929	uracil-DNA glycosylase [EC:3.2.2.27]	510	510	1
OG0000303	K00796	dihydropteroate synthase [EC:2.5.1.15]	498	510	0.9764705882352941
OG0000304	K00275	pyridoxamine 5'-phosphate oxidase [EC:1.4.3.5]	506	510	0.9921568627450981
OG0000305	K00340	NADH-quinone oxidoreductase subunit K [EC:7.1.1.2]	508	510	0.996078431372549
OG0000307	K03798	cell division protease FtsH [EC:3.4.24.-]	496	510	0.9725490196078431
OG0000308	K01755	argininosuccinate lyase [EC:4.3.2.1]	510	510	1
OG0000309	K02887	large subunit ribosomal protein L20	510	510	1
OG0000310	K09882	cobaltochelatase CobS [EC:6.6.1.2]	508	510	0.996078431372549
OG0000310	K09883	cobaltochelatase CobT [EC:6.6.1.2]	1	510	0.00196078431372549
OG0000312	K01778	diaminopimelate epimerase [EC:5.1.1.7]	510	510	1
OG0000313	K11940	heat shock protein HspQ	510	510	1
OG0000314	K01069	hydroxyacylglutathione hydrolase [EC:3.1.2.6]	501	509	0.9842829076620825
OG0000315	K04755	ferredoxin, 2Fe-2S	507	509	0.9960707269155207
OG0000316	K03517	quinolinate synthase [EC:2.5.1.72]	505	509	0.9921414538310412
OG0000317	K02316	DNA primase [EC:2.7.7.101]	496	509	0.9744597249508841
OG0000318	K01872	alanyl-tRNA synthetase [EC:6.1.1.7]	477	509	0.93713163064833
OG0000319	K15778	phosphomannomutase / phosphoglucomutase [EC:5.4.2.8 5.4.2.2]	465	509	0.9135559921414538
OG0000320	K03101	signal peptidase II [EC:3.4.23.36]	509	509	1
OG0000321	K00790	UDP-N-acetylglucosamine 1-carboxyvinyltransferase [EC:2.5.1.7]	505	509	0.9921414538310412
OG0000322	K03076	preprotein translocase subunit SecY	507	509	0.9960707269155207
OG0000324	K00338	NADH-quinone oxidoreductase subunit I [EC:7.1.1.2]	504	509	0.9901768172888016
OG0000325	K03925	transcriptional regulator MraZ	508	509	0.9980353634577603
OG0000326	K07276	uncharacterized protein	503	509	0.9882121807465619
OG0000327	K03466	DNA segregation ATPase FtsK/SpoIIIE, S-DNA-T family	507	509	0.9960707269155207
OG0000328	K00609	aspartate carbamoyltransferase catalytic subunit [EC:2.1.3.2]	508	509	0.9980353634577603
OG0000329	K00140	malonate-semialdehyde dehydrogenase (acetylating) / methylmalonate-semialdehyde dehydrogenase [EC:1.2.1.18 1.2.1.27]	496	508	0.9763779527559056
OG0000330	K00075	UDP-N-acetylmuramate dehydrogenase [EC:1.3.1.98]	505	508	0.9940944881889764
OG0000331	K00602	phosphoribosylaminoimidazolecarboxamide formyltransferase / IMP cyclohydrolase [EC:2.1.2.3 3.5.4.10]	507	508	0.9980314960629921
OG0000332	K03628	transcription termination factor Rho	503	508	0.9901574803149606
OG0000333	K02221	YggT family protein	508	508	1
OG0000334	K00339	NADH-quinone oxidoreductase subunit J [EC:7.1.1.2]	502	508	0.9881889763779528
OG0000335	K01937	CTP synthase [EC:6.3.4.2]	506	508	0.9960629921259843
OG0000336	K03701	excinuclease ABC subunit A	497	508	0.9783464566929134
OG0000337	K00919	4-diphosphocytidyl-2-C-methyl-D-erythritol kinase [EC:2.7.1.148]	488	508	0.9606299212598425
OG0000338	K01599	uroporphyrinogen decarboxylase [EC:4.1.1.37]	498	508	0.9803149606299213
OG0000339	K02519	translation initiation factor IF-2	501	508	0.9862204724409449
OG0000342	K02433	aspartyl-tRNA(Asn)/glutamyl-tRNA(Gln) amidotransferase subunit A [EC:6.3.5.6 6.3.5.7]	496	507	0.9783037475345168
OG0000343	K01092	myo-inositol-1(or 4)-monophosphatase [EC:3.1.3.25]	500	507	0.9861932938856016
OG0000344	K07566	L-threonylcarbamoyladenylate synthase [EC:2.7.7.87]	1	507	0.0019723865877712033
OG0000345	K01714	4-hydroxy-tetrahydrodipicolinate synthase [EC:4.3.3.7]	491	507	0.9684418145956607
OG0000346	K02600	transcription termination/antitermination protein NusA	504	507	0.9940828402366864
OG0000347	K03040	DNA-directed RNA polymerase subunit alpha [EC:2.7.7.6]	507	507	1
OG0000348	K06190	intracellular septation protein	507	507	1
OG0000349	K02111	F-type H+/Na+-transporting ATPase subunit alpha [EC:7.1.2.2 7.2.2.1]	451	507	0.8895463510848126
OG0000349	K02132	F-type H+-transporting ATPase subunit alpha	51	507	0.10059171597633136
OG0000350	K00948	ribose-phosphate pyrophosphokinase [EC:2.7.6.1]	506	507	0.9980276134122288
OG0000351	K00928	aspartate kinase [EC:2.7.2.4]	478	507	0.9428007889546351
OG0000351	K07095	uncharacterized protein	1	507	0.0019723865877712033
OG0000351	K09903	uridylate kinase [EC:2.7.4.22]	22	507	0.04339250493096647
OG0000352	K00324	H+-translocating NAD(P) transhydrogenase subunit alpha [EC:1.6.1.2 7.1.1.1]	503	507	0.9921104536489151
OG0000353	K03687	molecular chaperone GrpE	505	507	0.9960552268244576
OG0000354	K02198	cytochrome c-type biogenesis protein CcmF	487	507	0.960552268244576
OG0000355	K02197	cytochrome c-type biogenesis protein CcmE	506	507	0.9980276134122288
OG0000356	K01703	3-isopropylmalate/(R)-2-methylmalate dehydratase large subunit [EC:4.2.1.33 4.2.1.35]	500	507	0.9861932938856016
OG0000360	K13583	GcrA cell cycle regulator	506	506	1
OG0000361	K03593	ATP-binding protein involved in chromosome partitioning	503	506	0.9940711462450593
OG0000362	K01772	protoporphyrin/coproporphyrin ferrochelatase [EC:4.98.1.1 4.99.1.9]	506	506	1
OG0000363	K00265	glutamate synthase (NADPH) large chain [EC:1.4.1.13]	470	506	0.9288537549407114
OG0000364	K08218	MFS transporter, PAT family, beta-lactamase induction signal transducer AmpG	500	506	0.9881422924901185
OG0000365	K18336	2,4-didehydro-3-deoxy-L-rhamnonate hydrolase [EC:3.7.1.26]	396	506	0.782608695652174
OG0000366	K06204	DnaK suppressor protein	506	506	1
OG0000367	K12574	ribonuclease J [EC:3.1.-.-]	504	506	0.9960474308300395
OG0000368	K03644	lipoyl synthase [EC:2.8.1.8]	501	506	0.9901185770750988
OG0000370	K00767	nicotinate-nucleotide pyrophosphorylase (carboxylating) [EC:2.4.2.19]	487	506	0.9624505928853755
OG0000371	K09117	uncharacterized protein	505	506	0.9980237154150198
OG0000372	K01945	phosphoribosylamine---glycine ligase [EC:6.3.4.13]	502	506	0.9920948616600791
OG0000373	K01810	glucose-6-phosphate isomerase [EC:5.3.1.9]	1	506	0.001976284584980237
OG0000376	K03703	excinuclease ABC subunit C	496	505	0.9821782178217822
OG0000377	K02945	small subunit ribosomal protein S1	494	505	0.9782178217821782
OG0000378	K00382	dihydrolipoamide dehydrogenase [EC:1.8.1.4]	484	505	0.9584158415841584
OG0000378	K00383	glutathione reductase (NADPH) [EC:1.8.1.7]	1	505	0.0019801980198019802
OG0000379	K00764	amidophosphoribosyltransferase [EC:2.4.2.14]	498	505	0.9861386138613861
OG0000380	K02204	homoserine kinase type II [EC:2.7.1.39]	501	505	0.9920792079207921
OG0000381	K04488	nitrogen fixation protein NifU and related proteins	483	505	0.9564356435643564
OG0000382	K15012	two-component system, response regulator RegA	504	505	0.998019801980198
OG0000384	K02899	large subunit ribosomal protein L27	505	505	1
OG0000385	K09710	ribosome-associated protein	503	505	0.996039603960396
OG0000386	K03074	preprotein translocase subunit SecF	495	505	0.9801980198019802
OG0000387	K04087	modulator of FtsH protease HflC	501	505	0.9920792079207921
OG0000388	K01056	peptidyl-tRNA hydrolase, PTH1 family [EC:3.1.1.29]	505	505	1
OG0000389	K03470	ribonuclease HII [EC:3.1.26.4]	504	505	0.998019801980198
OG0000390	K03529	chromosome segregation protein	471	505	0.9326732673267327
OG0000391	K02109	F-type H+-transporting ATPase subunit b	498	505	0.9861386138613861
OG0000392	K13985	N-acyl-phosphatidylethanolamine-hydrolysing phospholipase D [EC:3.1.4.54]	482	505	0.9544554455445544
OG0000392	K14952	UDP-MurNAc hydroxylase	1	505	0.0019801980198019802
OG0000393	K00927	phosphoglycerate kinase [EC:2.7.2.3]	501	505	0.9920792079207921
OG0000394	K04088	modulator of FtsH protease HflK	503	505	0.996039603960396
OG0000395	K01419	ATP-dependent HslUV protease, peptidase subunit HslV [EC:3.4.25.2]	504	505	0.998019801980198
OG0000396	K03071	preprotein translocase subunit SecB	499	505	0.9881188118811881
OG0000397	K07056	16S rRNA (cytidine1402-2'-O)-methyltransferase [EC:2.1.1.198]	490	505	0.9702970297029703
OG0000398	K00789	S-adenosylmethionine synthetase [EC:2.5.1.6]	505	505	1
OG0000399	K07447	putative pre-16S rRNA nuclease [EC:3.1.-.-]	505	505	1
OG0000400	K02200	cytochrome c-type biogenesis protein CcmH	501	505	0.9920792079207921
OG0000401	K01897	long-chain acyl-CoA synthetase [EC:6.2.1.3]	435	504	0.8630952380952381
OG0000402	K01783	ribulose-phosphate 3-epimerase [EC:5.1.3.1]	498	504	0.9880952380952381
OG0000403	K00765	ATP phosphoribosyltransferase [EC:2.4.2.17]	80	504	0.15873015873015872
OG0000404	K00800	3-phosphoshikimate 1-carboxyvinyltransferase [EC:2.5.1.19]	496	504	0.9841269841269841
OG0000405	K01255	leucyl aminopeptidase [EC:3.4.11.1]	493	504	0.9781746031746031
OG0000406	K02879	large subunit ribosomal protein L17	502	504	0.996031746031746
OG0000407	K01726	gamma-carbonic anhydrase [EC:4.2.1.-]	500	504	0.9920634920634921
OG0000408	K00931	glutamate 5-kinase [EC:2.7.2.11]	499	504	0.9900793650793651
OG0000409	K02199	cytochrome c biogenesis protein CcmG, thiol:disulfide interchange protein DsbE	27	504	0.05357142857142857
OG0000410	K01354	oligopeptidase B [EC:3.4.21.83]	486	504	0.9642857142857143
OG0000412	K03531	cell division protein FtsZ	499	504	0.9900793650793651
OG0000413	K04754	phospholipid-binding lipoprotein MlaA	500	504	0.9920634920634921
OG0000414	K07323	phospholipid transport system substrate-binding protein	504	504	1
OG0000415	K02897	large subunit ribosomal protein L25	504	504	1
OG0000416	K09761	16S rRNA (uracil1498-N3)-methyltransferase [EC:2.1.1.193]	501	504	0.9940476190476191
OG0000417	K02948	small subunit ribosomal protein S11	501	504	0.9940476190476191
OG0000418	K02196	heme exporter protein D	503	504	0.998015873015873
OG0000419	K00240	succinate dehydrogenase iron-sulfur subunit [EC:1.3.5.1]	503	504	0.998015873015873
OG0000420	K03667	ATP-dependent HslUV protease ATP-binding subunit HslU	500	503	0.9940357852882704
OG0000421	K14980	two-component system, OmpR family, sensor histidine kinase ChvG [EC:2.7.13.3]	457	503	0.9085487077534792
OG0000422	K23269	phosphoribosylformylglycinamidine synthase subunit PurL [EC:6.3.5.3]	481	503	0.9562624254473161
OG0000422	K23270	phosphoribosylformylglycinamidine synthase subunit PurSL [EC:6.3.5.3]	2	503	0.003976143141153081
OG0000423	K01669	deoxyribodipyrimidine photo-lyase [EC:4.1.99.3]	402	503	0.7992047713717694
OG0000425	K02888	large subunit ribosomal protein L21	501	503	0.9960238568588469
OG0000426	K00677	UDP-N-acetylglucosamine acyltransferase [EC:2.3.1.129]	477	503	0.94831013916501
OG0000427	K01356	repressor LexA [EC:3.4.21.88]	502	503	0.9980119284294234
OG0000429	K03624	transcription elongation factor GreA	500	503	0.9940357852882704
